start,type,end
Pompei,HAS_ACTIVITY,Pompei Antik Kenti
Lecce,HAS_RESTAURANT,Ristorante Blunotte
Lecce,HAS_RESTAURANT,Ristorante La Cantina
Lecce,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Lecce
Venedik,HAS_ACTIVITY,Saint Nicholas Bazilikası
Venedik,HAS_ACTIVITY,San Giuseppe Kilisesi
Lecce,HAS_ACTIVITY,San Giuseppe Kilisesi - Lecce
Venedik,HAS_ACTIVITY,San Sabino Katedrali
Venedik,HAS_ACTIVITY,Sant'Oronzo Meydanı
Venedik,HAS_ACTIVITY,Santa Croce Bazilikası
Lecce,HAS_ACTIVITY,Santa Croce Bazilikası - Lecce
Lecce,HAS_ACTIVITY,Sant’Oronzo Meydanı - Lecce
Venedik,HAS_ACTIVITY,Strada delle Orecchiette
Alberobello,HAS_ACTIVITY,Trulli Evleri - Alberobello
Venedik,HAS_ACTIVITY,Vezüv Yanardağı
Arles,HAS_ACTIVITY,Arles Gezisi
Arles,HAS_ACTIVITY,Arles Luma Müzesi ziyareti
Venedik,HAS_ACTIVITY,Art Tour
Venedik,HAS_ACTIVITY,Atelier de Cezanne ziyareti
Avignon,HAS_ACTIVITY,Avignon Gezisi
Les Baux-de-Provence,HAS_RESTAURANT,Café Tadoa Ando
Venedik,HAS_ACTIVITY,Carrières de Lumières ziyareti
Venedik,HAS_ACTIVITY,Chateau Estoublon
Venedik,HAS_ACTIVITY,Chateau La Coste Art Tour
Les Baux-de-Provence,HAS_RESTAURANT,Chateau d’Estoublon
Venedik,HAS_ACTIVITY,Château La Coste sanat ve mimari gezisi
Arles,HAS_ACTIVITY,Fondation Vincent van Gogh Arles ziyareti
Gordes,HAS_ACTIVITY,Gordes Gezisi
L'Isle-sur-la-Sorgue,HAS_ACTIVITY,L'Isle-sur-la-Sorgue Gezisi
Venedik,HAS_ACTIVITY,LUMA Müzesi
Les Baux-de-Provence,HAS_RESTAURANT,La Luma Drum Cafe
Les Baux-de-Provence,HAS_RESTAURANT,La Taula Gallici's Gourmet Restaurant
Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
Les Baux-de-Provence,HAS_RESTAURANT,Les Deux Garçons
Venedik,HAS_ACTIVITY,Les Deux Garçons’da kahve molası
L’Isle-sur-la-Sorgue,HAS_ACTIVITY,L’Isle-sur-la-Sorgue Gezisi
Venedik,HAS_ACTIVITY,Mucem Müzesi ziyareti
Venedik,HAS_ACTIVITY,Palais des Papes ziyareti
Les Baux-de-Provence,HAS_RESTAURANT,Restaurant L'Oriel
Rossiglione (regione),HAS_ACTIVITY,Roussillon Gezisi
Venedik,HAS_ACTIVITY,Saint-Paul de Mausole ziyareti
Provence,HAS_ACTIVITY,Saint-Rémy-de-Provence Gezisi
Les Baux-de-Provence,HAS_RESTAURANT,Tadao Ando Café Restaurant
Venedik,HAS_ACTIVITY,Van Gogh Müzesi
Lima,HAS_HOTEL,Belmond Miraflores Park (Lima)
Bogota,HAS_ACTIVITY,Bogotá şehir turu
Cartagena,HAS_ACTIVITY,Cartagena eski şehir gezisi
Cusco,HAS_ACTIVITY,Cusco turu
Cusco,HAS_ACTIVITY,Cusco şehir turu
Lima,HAS_ACTIVITY,Lima şehir turu
Lima,HAS_ACTIVITY,Lima şehir turu (Plaza Mayor ve tarihi merkez)
Machu Picchu,HAS_ACTIVITY,Machu Picchu gezisi
Machu Picchu,HAS_ACTIVITY,Machu Picchu ziyareti
Kutsal Vadi,HAS_ACTIVITY,Sacred Valley gezisi
Livingstone,HAS_HOTEL,Babylonstoren Hotel
Venedik,HAS_ACTIVITY,Boulders Beach Penguen Kolonisi
Venedik,HAS_ACTIVITY,Camps Bay ve Clifton Beach
Cape Town,HAS_ACTIVITY,Cape Town Graffiti Street Art Turu
Cape Town,HAS_ACTIVITY,Cape Town Şehir Gezisi
Livingstone,HAS_ACTIVITY,David Livingstone Müzesi
Franschhoek,HAS_ACTIVITY,Franschhoek Motor Müzesi
Franschhoek,HAS_ACTIVITY,Franschhoek Şarap Bağları ve Galeriler
Venedik,HAS_ACTIVITY,Güney Afrika Ulusal Müzesi (İziko)
Venedik,HAS_ACTIVITY,Güney Afrika'nın İlk Parfüm Müzesi
Venedik,HAS_ACTIVITY,Huguenot Anıt Müzesi
Venedik,HAS_ACTIVITY,Kirstenbosch Ulusal Botanik Bahçesi
Marataba,HAS_HOTEL,Marataba Safari Lodge
Venedik,HAS_ACTIVITY,Masa Dağı
Venedik,HAS_ACTIVITY,Mukuni Village Gezisi
Venedik,HAS_ACTIVITY,Planetarium
Livingstone,HAS_HOTEL,Royal Livingstone Victoria Falls Zambia Hotel by Anantara
Venedik,HAS_ACTIVITY,Sunset Safari Cruise
Livingstone,HAS_RESTAURANT,The Lookout Cafe
Venedik,HAS_ACTIVITY,Two Oceans Aquarium
Venedik,HAS_ACTIVITY,Zeitz Museum of Contemporary Art Africa
Lizbon,HAS_ACTIVITY,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman"
ISTANBUL,HAS_ACTIVITY,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759)
Lizbon,HAS_HOTEL,"Bairro Alto Hotel, Praça Luís de Camões, 2 1200"
Lizbon Seyahat Programı - SAHA,HAS_TRANSPORT,Havalimanı – Bairro Alto Hotel transfer
Lizbon Seyahat Programı - SAHA,HAS_CITY,Lizbon
Lizbon Seyahat Programı - SAHA,HAS_HIGHLIGHT,Lizbon
Lizbon Seyahat Programı - SAHA,HAS_COUNTRY,Portekiz
Lizbon Seyahat Programı - SAHA,HAS_HIGHLIGHT,SAHA
Lizbon Seyahat Programı - SAHA,HAS_HIGHLIGHT,Sanat Programı
Lizbon Seyahat Programı - SAHA,HAS_TRANSPORT,İstanbul – Lizbon uçuşu TK 1759
Polignano a Mare,HAS_ACTIVITY,Domenico Modugno Heykeli - Polignano a Mare
Locorotondo,HAS_ACTIVITY,Locorotondo Şehir Gezisi
Matera,HAS_ACTIVITY,Matera Kaya Evleri
Matera,HAS_ACTIVITY,Matera Kiliseleri ve Mağaraları
Monopoli,HAS_ACTIVITY,Monopoli Tarihi Merkezi
Naples,HAS_ACTIVITY,Napoli Tarihi Merkezi
Lecce,HAS_ACTIVITY,Palazzo dei Celestini - Lecce
Locorotondo,HAS_RESTAURANT,Pizzeria Casa Pinto
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare
Pompei,HAS_ACTIVITY,Pompei Antik Kenti
Locorotondo,HAS_RESTAURANT,Ristorante Blunotte
Locorotondo,HAS_RESTAURANT,Ristorante La Cantina
Lecce,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Lecce
Lecce,HAS_ACTIVITY,San Giuseppe Kilisesi - Lecce
Lecce,HAS_ACTIVITY,Santa Croce Bazilikası - Lecce
Lecce,HAS_ACTIVITY,Sant’Oronzo Meydanı - Lecce
Alberobello,HAS_ACTIVITY,Trulli Evleri - Alberobello
Venedik,HAS_ACTIVITY,Vezüv Yanardağı
Lofoten Islands - Version 2.0,HAS_CITY,Henningsvær
Lofoten Islands - Version 2.0,HAS_HIGHLIGHT,Henningsvær
Lofoten Islands - Version 2.0,HAS_HIGHLIGHT,Lofoten
Lofoten Islands - Version 2.0,HAS_COUNTRY,Norveç
Lofoten Islands - Version 2.0,HAS_HIGHLIGHT,Norveç
Lofoten Islands - Version 2.0,HAS_TRANSPORT,Norveç içi transferler
Lofoten Islands - Version 2.0,HAS_CITY,Reine
Lofoten Islands - Version 2.0,HAS_HIGHLIGHT,Reine
Lofoten Islands - Version 2.0,HAS_CITY,Svolvær
Lofoten Islands - Version 2.0,HAS_HIGHLIGHT,Svolvær
Lofoten Islands - Version 2.0,HAS_CITY,Å
Lofoten Islands - Version 2.0,HAS_TRANSPORT,İstanbul – Oslo – Svolvær uçuşu
Amboise,HAS_ACTIVITY,Amboise Şatosu
Loire,HAS_RESTAURANT,Avarum Restaurant
Bruges,HAS_ACTIVITY,Brugge Gezisi
Venedik,HAS_ACTIVITY,Cheverny Şatosu
Blois,HAS_ACTIVITY,Château de Blois
Venedik,HAS_ACTIVITY,Château de Chambord
Venedik,HAS_ACTIVITY,Château de Chenonceau
Venedik,HAS_ACTIVITY,Château du Clos Lucé
Venedik,HAS_ACTIVITY,Clos de Lucé
Gent,HAS_ACTIVITY,Gent Gezisi
Loire,HAS_HOTEL,Hotel De Orangerie
Loire,HAS_HOTEL,Hotel Dukes' Palace
Loire,HAS_HOTEL,Hotel Heritage Relais Chateau
Loire,HAS_HOTEL,Hotel Van Cleef
Loira,HAS_ACTIVITY,Loire Vadisi Balon Turu
Loira,HAS_ACTIVITY,Loire Vadisi Şarap Bağları
Loire,HAS_RESTAURANT,Restaurante Amour Blanc
Tours,HAS_ACTIVITY,Tours Şehri Gezisi
Venedik,HAS_ACTIVITY,Villandry Şatosu
LONDON,HAS_ACTIVITY,Frieze London fuarı gezisi
Londra,HAS_ACTIVITY,Frieze Sculpture Park ziyareti
Londra,HAS_ACTIVITY,Hayward Gallery ziyareti
Londra,HAS_HOTEL,The Biltmore Mayfair Hotel
Venedik,HAS_ACTIVITY,Callaway Winery ziyareti ve şarap tadımı
Los Angeles,HAS_RESTAURANT,Nobu Los Angeles
Los Angeles,HAS_HOTEL,The Resort at Pelican Hill
Venedik,HAS_ACTIVITY,Volvo EX90 sunumu ve sürüş deneyimi
Venedik,HAS_ACTIVITY,Volvo etkinlikleri
Venedik,HAS_ACTIVITY,Büyük Giza Sfenksi
Venedik,HAS_ACTIVITY,Edfu Tapınağı
Venedik,HAS_ACTIVITY,Giza Piramitleri
Venedik,HAS_ACTIVITY,High Dam
Venedik,HAS_ACTIVITY,Karnak Tapınağı
Venedik,HAS_ACTIVITY,Khan El Khalili Çarşısı
Venedik,HAS_ACTIVITY,Kom Ombo Tapınağı
Louxor,HAS_ACTIVITY,Luxor East Bank Gezisi
Louxor,HAS_ACTIVITY,Luxor Tapınağı
Luxor,HAS_HOTEL,Marriott Mena House Hotel
Luxor,HAS_HOTEL,Movenpick Sunray Nile Cruise
Venedik,HAS_ACTIVITY,Mısır Müzesi
Venedik,HAS_ACTIVITY,Nil Nehri Sıcak Hava Balonu
Venedik,HAS_ACTIVITY,Philae Tapınağı
Arles,HAS_ACTIVITY,Arles Gezisi
Venedik,HAS_ACTIVITY,Chateau La Coste Art Tour
L’Isle-sur-la-Sorgue,HAS_RESTAURANT,Chateau d’Estoublon
Gordes,HAS_ACTIVITY,Gordes Gezisi
Provence,HAS_ACTIVITY,Les Baux-de-Provence Gezisi
L’Isle-sur-la-Sorgue,HAS_ACTIVITY,L’Isle-sur-la-Sorgue Gezisi
Rossiglione (regione),HAS_ACTIVITY,Roussillon Gezisi
Provence,HAS_ACTIVITY,Saint-Rémy-de-Provence Gezisi
L’Isle-sur-la-Sorgue,HAS_RESTAURANT,Tadao Ando Café Restaurant
MALDİVLER TURU 08 – 15 OCAK 2024,HAS_DATE_START,2024-01-08
MALDİVLER TURU 08 – 15 OCAK 2024,HAS_DATE_END,2024-01-15
MALDİVLER TURU 08 – 15 OCAK 2024,HAS_SEASON,Kış
MALDİVLER TURU 08 – 15 OCAK 2024,HAS_CITY,Maldivler
MALDİVLER TURU 08 – 15 OCAK 2024,HAS_COUNTRY,Maldivler
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Barselona
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_HIGHLIGHT,Barselona
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_TRANSPORT,Barselona içi transferler
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Cadaques
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_HIGHLIGHT,Çağdaş Sanat
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_COUNTRY,İspanya
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_HIGHLIGHT,İspanya
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_TRANSPORT,İstanbul – Barselona uçuşu
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Aix-en-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Arles
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_HIGHLIGHT,Arles
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Avignon
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_HIGHLIGHT,Avignon
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_COUNTRY,Fransa
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_HIGHLIGHT,Fransa
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Les Baux-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Marsilya
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_HIGHLIGHT,Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_TRANSPORT,Provence içi transferler
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Saint-Remy-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_TRANSPORT,İstanbul – Marsilya uçuşu (TK1365)
MAP Venedik Bienali 2022,HAS_HIGHLIGHT,Bienal
MAP Venedik Bienali 2022,HAS_CITY,Venedik
MAP Venedik Bienali 2022,HAS_HIGHLIGHT,Venedik
MAP Venedik Bienali 2022,HAS_TRANSPORT,Venedik içi deniz taksi transferleri
MAP Venedik Bienali 2022,HAS_TRANSPORT,İstanbul – Venedik uçuşu (THY 1867)
MAP Venedik Bienali 2022,HAS_COUNTRY,İtalya
MAP Venedik Bienali 2022,HAS_HIGHLIGHT,İtalya
MISIR TURU 20 – 25 NİSAN 2024,HAS_DATE_START,2024-04-20
MISIR TURU 20 – 25 NİSAN 2024,HAS_DATE_END,2024-04-25
MISIR TURU 20 – 25 NİSAN 2024,HAS_CITY,Aswan
MISIR TURU 20 – 25 NİSAN 2024,HAS_CITY,Kahire
MISIR TURU 20 – 25 NİSAN 2024,HAS_CITY,Luxor
MISIR TURU 20 – 25 NİSAN 2024,HAS_COUNTRY,Mısır
MISIR TURU 20 – 25 NİSAN 2024,HAS_SEASON,İlkbahar
Macau,HAS_ACTIVITY,A-Ma Tapınağı
Macao,HAS_ACTIVITY,Aziz Paulo Katedrali Harabesi - Macau
Macau,HAS_RESTAURANT,Eat Me Restaurant
Macau,HAS_RESTAURANT,Err Restaurant
Bangkok,HAS_ACTIVITY,Grand Palace & Wat Phra Kaew - Bangkok
Hong Kong,HAS_ACTIVITY,Hong Kong Miras Müzesi
Venedik,HAS_ACTIVITY,Kowloon Turu
Hong Kong,HAS_ACTIVITY,Lam Tsuen Dilek Ağacı - Hong Kong
Venedik,HAS_ACTIVITY,Lantau Adası Turu
Macau,HAS_HOTEL,Lebua at State Tower Hotel
Macao,HAS_ACTIVITY,Macau Casinoları
Macao,HAS_ACTIVITY,Macau Kulesi
Macao,HAS_ACTIVITY,Macau Müzesi
Macao,HAS_ACTIVITY,Macau Şarap Müzesi
Venedik,HAS_ACTIVITY,Monte Hisarı
Bangkok,HAS_ACTIVITY,Pak Khlong Talat Çiçek Pazarı - Bangkok
Bangkok,HAS_ACTIVITY,Royal Barge Ulusal Müzesi - Bangkok
Macau,HAS_RESTAURANT,Sala Rattanakosin Restaurant
Venedik,HAS_ACTIVITY,Senado Meydanı
Venedik,HAS_ACTIVITY,Sun Yat Sen’in Müze Evi
Hong Kong,HAS_ACTIVITY,Tai Po Old Market - Hong Kong
Bangkok,HAS_ACTIVITY,Wang Lang Market - Bangkok
Bangkok,HAS_ACTIVITY,Wat Arun Tapınakları - Bangkok
Bangkok,HAS_ACTIVITY,Wat Pho Tapınağı - Bangkok
Bangkok,HAS_ACTIVITY,Wat Suthat Tapınağı - Bangkok
Hong Kong,HAS_ACTIVITY,Wong Tai Sin Tapınağı - Hong Kong
Bangkok,HAS_ACTIVITY,Çiçek Kültürü Müzesi - Bangkok
Lima,HAS_HOTEL,Belmond Miraflores Park (Lima)
Bogota,HAS_ACTIVITY,Bogotá şehir turu
Cartagena,HAS_ACTIVITY,Cartagena eski şehir gezisi
Cusco,HAS_ACTIVITY,Cusco turu
Cusco,HAS_ACTIVITY,Cusco şehir turu
Lima,HAS_ACTIVITY,Lima şehir turu
Lima,HAS_ACTIVITY,Lima şehir turu (Plaza Mayor ve tarihi merkez)
Machu Picchu,HAS_ACTIVITY,Machu Picchu gezisi
Machu Picchu,HAS_ACTIVITY,Machu Picchu ziyareti
Kutsal Vadi,HAS_ACTIVITY,Sacred Valley gezisi
Amman,HAS_ACTIVITY,Amman şehir turu
Dead Sea,HAS_ACTIVITY,Dead Sea’de konaklama ve dinlenme
Madaba,HAS_ACTIVITY,Mount Nebo ve Madaba ziyareti
Petra,HAS_ACTIVITY,Petra Antik Kenti gezisi
Rum Vadisi Koruma Alanı,HAS_ACTIVITY,Wadi Rum çöl safarisi
Rio de Janeiro,HAS_ACTIVITY,Amanhã (Yarının Müzesi)
Venedik,HAS_ACTIVITY,Belediye Binası
Buenos Aires,HAS_ACTIVITY,Buenos Aires Modern Sanat Müzesi
Cap Horn,HAS_ACTIVITY,Cape Horn
Venedik,HAS_ACTIVITY,Casa Rosada
Magdalena Adası,HAS_RESTAURANT,Fervor Restaurant
Venedik,HAS_ACTIVITY,Iguazú Milli Parkı
Venedik,HAS_ACTIVITY,Iguazú Şelaleleri
Venedik,HAS_ACTIVITY,La Boca
Magdalena Adası,HAS_RESTAURANT,La Cabrera Restaurant
Venedik,HAS_ACTIVITY,Macuco Safarisi
Magdalena Adası,HAS_ACTIVITY,Magdalena Adası
Venedik,HAS_ACTIVITY,Merkez Postane
Venedik,HAS_ACTIVITY,Palermo Soho
Venedik,HAS_ACTIVITY,Plaza Dorrego
Venedik,HAS_ACTIVITY,Plaza de Armas
Venedik,HAS_ACTIVITY,Plaza de Mayo
Venedik,HAS_ACTIVITY,Recoleta Mezarlığı
Venedik,HAS_ACTIVITY,Recoleta Semti
Venedik,HAS_ACTIVITY,Rojo Tango Gösterisi
Venedik,HAS_ACTIVITY,San Telmo
Santiago,HAS_ACTIVITY,Santiago Katedrali
Magdalena Adası,HAS_RESTAURANT,Satyricon Restaurant
Venedik,HAS_ACTIVITY,Ulusal Tarih Müzesi
Venedik,HAS_ACTIVITY,Vista Chinesa
Cordoba,HAS_ACTIVITY,Cordoba turu
Venedik,HAS_ACTIVITY,Elhamra Sarayı gezisi
Granada,HAS_ACTIVITY,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)"
Ronda,HAS_ACTIVITY,Ronda gezisi
Sevilla,HAS_ACTIVITY,Sevilla şehir turu
Maldivler,HAS_HOTEL,Beach Villa with Pool
Maldivler,HAS_HOTEL,Water Villa One Bedroom
Maldivler,HAS_HOTEL,Water Villa with Pool
Bagan,HAS_ACTIVITY,Ananda ve Gubyaukgyi tapınakları ziyareti
Bagan,HAS_ACTIVITY,Bagan tapınakları gezisi
Mandalay,HAS_HOTEL,Belmond Road to Mandalay Cruise
Bangkok,HAS_ACTIVITY,Damnoen Saduak yüzen pazar ziyareti (Bangkok)
Venedik,HAS_ACTIVITY,Inle Gölü gezisi
Venedik,HAS_ACTIVITY,Lacquer ware atölyesi ziyareti
Mandalay,HAS_ACTIVITY,Mandalay gezisi
Venedik,HAS_ACTIVITY,Phaung Daw Oo Pagoda ziyareti
Venedik,HAS_ACTIVITY,Shwedagon Pagoda ziyareti
Rangoun,HAS_ACTIVITY,Yangon şehir turu
Marakeş 21-25 Haziran 2023,HAS_COUNTRY,Fas
Marakeş 21-25 Haziran 2023,HAS_HIGHLIGHT,Fas
Marakeş 21-25 Haziran 2023,HAS_TRANSPORT,Fas içi transferler
Marakeş 21-25 Haziran 2023,HAS_CITY,Fes
Marakeş 21-25 Haziran 2023,HAS_HIGHLIGHT,Fes
Marakeş 21-25 Haziran 2023,HAS_CITY,Marrakech
Marakeş 21-25 Haziran 2023,HAS_HIGHLIGHT,Marrakech
Marakeş 21-25 Haziran 2023,HAS_TRANSPORT,İstanbul – Fas uçuşu
Cape Town,HAS_ACTIVITY,Cape Town şehir turu
Venedik,HAS_ACTIVITY,Cape Winelands bölgesi ziyareti
Venedik,HAS_ACTIVITY,Kirstenbosch Ulusal Botanik Bahçesi gezisi
Stellenbosch,HAS_ACTIVITY,Stellenbosch şarap bağları turu
Venedik,HAS_ACTIVITY,Tam gün safari
Venedik,HAS_ACTIVITY,Öğleden sonra safari
Venedik,HAS_ACTIVITY,Deyrulzafaran Manastırı ziyareti
Mardin,HAS_ACTIVITY,Eski Mardin Evleri ve Abbara tünelleri gezisi
Venedik,HAS_ACTIVITY,Eski PTT Binası gezisi
Venedik,HAS_ACTIVITY,Kasımiye Medresesi ziyareti
Venedik,HAS_ACTIVITY,Kültür Sokağı ve Uçurtma Atölyesi gezisi
Mardin,HAS_ACTIVITY,Mardin şehir turu
Midyad,HAS_ACTIVITY,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti
Midyad,HAS_ACTIVITY,Midyat şehir turu
Venedik,HAS_ACTIVITY,Mor Gabriel Manastırı ziyareti
Venedik,HAS_ACTIVITY,Sakıp Sabancı Müzesi ziyareti
Venedik,HAS_ACTIVITY,Ulu Camii ziyareti
Venedik,HAS_ACTIVITY,Zinciriye Medresesi ziyareti
Mardin 13-15 Ekim 2023,HAS_CITY,Mardin
Mardin 13-15 Ekim 2023,HAS_HIGHLIGHT,Mardin
Mardin 13-15 Ekim 2023,HAS_TRANSPORT,Mardin içi transferler
Mardin 13-15 Ekim 2023,HAS_CITY,Midyat
Mardin 13-15 Ekim 2023,HAS_HIGHLIGHT,Midyat
Mardin 13-15 Ekim 2023,HAS_COUNTRY,Türkiye
Mardin 13-15 Ekim 2023,HAS_HIGHLIGHT,Türkiye
Mardin 13-15 Ekim 2023,HAS_TRANSPORT,İstanbul – Mardin uçuşu (TK2674)
Marrakech,HAS_ACTIVITY,Ali ibn Yusuf Medresesi ziyareti
Venedik,HAS_ACTIVITY,Jardin Majorelle Bahçeleri gezisi
Venedik,HAS_ACTIVITY,Marakeş şehir gezisi
Venedik,HAS_ACTIVITY,Yves Saint Laurent Müzesi ziyareti
Arles,HAS_ACTIVITY,Arles Luma Müzesi ziyareti
Arles,HAS_ACTIVITY,Arles şehir gezisi
Venedik,HAS_ACTIVITY,Atelier de Cezanne ziyareti
Venedik,HAS_ACTIVITY,Carrières de Lumières ziyareti
Marsilya,HAS_RESTAURANT,Château La Coste
Venedik,HAS_ACTIVITY,Château La Coste sanat ve mimari gezisi
Venedik,HAS_ACTIVITY,Château La Coste şarap evi ve bahçeleri ziyareti
Arles,HAS_ACTIVITY,Fondation Vincent van Gogh Arles ziyareti
Rossiglione (regione),HAS_ACTIVITY,Gordes ve Roussillon köy gezileri
Marsilya,HAS_RESTAURANT,La Luma Drum Cafe
Marsilya,HAS_RESTAURANT,Les Deux Garçons
Venedik,HAS_ACTIVITY,Les Deux Garçons’da kahve molası
Venedik,HAS_ACTIVITY,Mirabeau Caddesi’nde gezinti
Venedik,HAS_ACTIVITY,Mucem Müzesi ziyareti
Venedik,HAS_ACTIVITY,Palais des Papes ziyareti
Venedik,HAS_ACTIVITY,Provence manzaraları ve şato ziyareti
Rossiglione (regione),HAS_ACTIVITY,Roussillon ve Gordes gezisi
Venedik,HAS_ACTIVITY,Saint-Paul de Mausole ziyareti
Venedik,HAS_ACTIVITY,Sanat atölyeleri ve butik mağazalar
Dubai,HAS_ACTIVITY,Akşam safari
Masai Mara,HAS_HOTEL,Bisate Lodge
Masai Mara,HAS_HOTEL,Emara Ole Sereni Hotel
Masai Mara,HAS_HOTEL,Four Points by Sheraton JKIA
Maasai Mara,HAS_ACTIVITY,Game Drives - Masai Mara
Venedik,HAS_ACTIVITY,Giraffe Centre ziyareti
Masai Mara,HAS_HOTEL,Giraffe Manor
Masai Mara,HAS_RESTAURANT,Giraffe Manor (kahvaltı & ikindi çayı)
Venedik,HAS_ACTIVITY,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı
Venedik,HAS_ACTIVITY,Karen Blixen Müzesi ziyareti
Kigali,HAS_ACTIVITY,Kigali Şehir Turu
Maasai Mara,HAS_ACTIVITY,Masai Mara Safari
Maasai Mara,HAS_ACTIVITY,Masai Mara’da safari ve game drive aktiviteleri
Venedik,HAS_ACTIVITY,Sabah ve akşam safarileri
Masai Mara,HAS_HOTEL,Sala’s Camp
Venedik,HAS_ACTIVITY,Sala’s Camp konaklamasında vahşi yaşam deneyimleri
Masai Mara,HAS_HOTEL,Sanctuary Olonana
Venedik,HAS_ACTIVITY,Sanctuary Olonana’da doğa aktiviteleri ve safari
Masai Mara,HAS_HOTEL,The Retreat (günübirlik kullanım)
Masai Mara,HAS_RESTAURANT,"The Retreat (kahvaltı, öğle yemeği)"
Parc national des volcans,HAS_ACTIVITY,Volcanoes National Park Gorilla Trekking
Alberobello,HAS_ACTIVITY,Alberobello Trulli Evleri
Rome,HAS_ACTIVITY,Antik Roma Amfitiyatrosu
Bari,HAS_ACTIVITY,Bari Şehir Gezisi
Fes,HAS_HOTEL,Canne Bianche Lifestyle & Hotel
Polignano a Mare,HAS_ACTIVITY,Domenico Modugno Heykeli - Polignano a Mare
Venedik,HAS_ACTIVITY,Hohenstaufen Kalesi
Lecce,HAS_ACTIVITY,Lecce Şehir Gezisi
Locorotondo,HAS_ACTIVITY,Locorotondo Şehir Gezisi
Matera,HAS_ACTIVITY,Matera Gezisi
Matera,HAS_ACTIVITY,Matera Kaya Evleri
Matera,HAS_ACTIVITY,Matera Kiliseleri ve Mağaraları
Monopoli,HAS_ACTIVITY,Monopoli Gezisi
Monopoli,HAS_ACTIVITY,Monopoli Tarihi Merkezi
Naples,HAS_ACTIVITY,Napoli Tarihi Merkezi
Venedik,HAS_ACTIVITY,Old Town
Venedik,HAS_ACTIVITY,Palazzo dei Celestini
Lecce,HAS_ACTIVITY,Palazzo dei Celestini - Lecce
Matera,HAS_RESTAURANT,Pizzeria Casa Pinto
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare Gezisi
Pompei,HAS_ACTIVITY,Pompei Antik Kenti
Matera,HAS_RESTAURANT,Ristorante Blunotte
Matera,HAS_RESTAURANT,Ristorante La Cantina
Lecce,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Lecce
Venedik,HAS_ACTIVITY,Saint Nicholas Bazilikası
Venedik,HAS_ACTIVITY,San Giuseppe Kilisesi
Lecce,HAS_ACTIVITY,San Giuseppe Kilisesi - Lecce
Venedik,HAS_ACTIVITY,San Sabino Katedrali
Venedik,HAS_ACTIVITY,Sant'Oronzo Meydanı
Venedik,HAS_ACTIVITY,Santa Croce Bazilikası
Lecce,HAS_ACTIVITY,Santa Croce Bazilikası - Lecce
Lecce,HAS_ACTIVITY,Sant’Oronzo Meydanı - Lecce
Venedik,HAS_ACTIVITY,Strada delle Orecchiette
Alberobello,HAS_ACTIVITY,Trulli Evleri - Alberobello
Venedik,HAS_ACTIVITY,Vezüv Yanardağı
Etna,HAS_ACTIVITY,Etna Yanardağı gezisi
Mdina,HAS_HOTEL,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace
L-Imdina,HAS_ACTIVITY,Mdina şehir turu
Modica,HAS_ACTIVITY,Modica ve Ragusa turları
Taormina,HAS_RESTAURANT,Osteria Rosso Divino (Taormina)
Siracusa,HAS_RESTAURANT,Regina Lucia Ristorante (Siracusa)
Savoca,HAS_ACTIVITY,Savoca köyü gezisi
Vittoriosa,HAS_ACTIVITY,"Senglea, Vittoriosa ve Cospicua üçlü gezisi"
