start,end,type,city,activity
Loire,Cheverny Şatosu,HAS_ACTIVITY,,
Loire,Château de Blois,HAS_ACTIVITY,,
Loire,Château de Chambord,HAS_ACTIVITY,,
Loire,Château de Chenonceau,HAS_ACTIVITY,,
Loire,Château du Clos Lucé,HAS_ACTIVITY,,
Loire,Clos de Lucé,HAS_ACTIVITY,,
Loire,Gent Gezisi,HAS_ACTIVITY,,
Loire,Hotel De Orangerie,HAS_HOTEL,,
Loire,Hotel Dukes' Palace,HAS_HOTEL,,
Loire,Hotel Heritage Relais Chateau,HAS_HOTEL,,
Loire,Hotel Van Cleef,HAS_HOTEL,,
Loire,Loire Vadisi Balon Turu,HAS_ACTIVITY,,
Loire,Loire Vadisi Şarap Bağları,HAS_ACTIVITY,,
Loire,Restaurante Amour Blanc,HAS_RESTAURANT,,
Loire,Tours Şehri Gezisi,HAS_ACTIVITY,,
Loire,Villandry Şatosu,HAS_ACTIVITY,,
Londra,Frieze London fuarı gezisi,HAS_ACTIVITY,,
Londra,Frieze Sculpture Park ziyareti,HAS_ACTIVITY,,
Londra,Hayward Gallery ziyareti,HAS_ACTIVITY,,
Londra,The Biltmore Mayfair Hotel,HAS_HOTEL,,
Los Angeles,Callaway Winery ziyareti ve şarap tadımı,HAS_ACTIVITY,,
Los Angeles,Nobu Los Angeles,HAS_RESTAURANT,,
Los Angeles,The Resort at Pelican Hill,HAS_HOTEL,,
Los Angeles,Volvo EX90 sunumu ve sürüş deneyimi,HAS_ACTIVITY,,
Los Angeles,Volvo etkinlikleri,HAS_ACTIVITY,,
Luxor,Büyük Giza Sfenksi,HAS_ACTIVITY,,
Luxor,Edfu Tapınağı,HAS_ACTIVITY,,
Luxor,Giza Piramitleri,HAS_ACTIVITY,,
Luxor,High Dam,HAS_ACTIVITY,,
Luxor,Karnak Tapınağı,HAS_ACTIVITY,,
Luxor,Khan El Khalili Çarşısı,HAS_ACTIVITY,,
Luxor,Kom Ombo Tapınağı,HAS_ACTIVITY,,
Luxor,Luxor East Bank Gezisi,HAS_ACTIVITY,,
Luxor,Luxor Tapınağı,HAS_ACTIVITY,,
Luxor,Marriott Mena House Hotel,HAS_HOTEL,,
Luxor,Movenpick Sunray Nile Cruise,HAS_HOTEL,,
Luxor,Mısır Müzesi,HAS_ACTIVITY,,
Luxor,Nil Nehri Sıcak Hava Balonu,HAS_ACTIVITY,,
Luxor,Philae Tapınağı,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Arles Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Chateau La Coste Art Tour,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Chateau d’Estoublon,HAS_RESTAURANT,,
L’Isle-sur-la-Sorgue,Gordes Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Les Baux-de-Provence Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,L’Isle-sur-la-Sorgue Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Roussillon Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Saint-Rémy-de-Provence Gezisi,HAS_ACTIVITY,,
L’Isle-sur-la-Sorgue,Tadao Ando Café Restaurant,HAS_RESTAURANT,,
MALDİVLER TURU 08 – 15 OCAK 2024,2024-01-08,HAS_DATE_START,,
MALDİVLER TURU 08 – 15 OCAK 2024,2024-01-15,HAS_DATE_END,,
MALDİVLER TURU 08 – 15 OCAK 2024,Kış,HAS_SEASON,,
MALDİVLER TURU 08 – 15 OCAK 2024,Maldivler,HAS_CITY,,
MALDİVLER TURU 08 – 15 OCAK 2024,Maldivler,HAS_COUNTRY,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,Barselona,HAS_CITY,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,Barselona,HAS_HIGHLIGHT,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,Barselona içi transferler,HAS_TRANSPORT,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,Cadaques,HAS_CITY,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,Çağdaş Sanat,HAS_HIGHLIGHT,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,İspanya,HAS_COUNTRY,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,İspanya,HAS_HIGHLIGHT,,
MAP Barcelona Çağdaş Sanat Gezisi 2023,İstanbul – Barselona uçuşu,HAS_TRANSPORT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Aix-en-Provence,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Arles,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Arles,HAS_HIGHLIGHT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Avignon,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Avignon,HAS_HIGHLIGHT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Fransa,HAS_COUNTRY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Fransa,HAS_HIGHLIGHT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Les Baux-de-Provence,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Marsilya,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Provence,HAS_HIGHLIGHT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Provence içi transferler,HAS_TRANSPORT,,
MAP Provence Program 31 Mart - 3 Nisan 2023,Saint-Remy-de-Provence,HAS_CITY,,
MAP Provence Program 31 Mart - 3 Nisan 2023,İstanbul – Marsilya uçuşu (TK1365),HAS_TRANSPORT,,
MAP Venedik Bienali 2022,Bienal,HAS_HIGHLIGHT,,
MAP Venedik Bienali 2022,Venedik,HAS_CITY,,
MAP Venedik Bienali 2022,Venedik,HAS_HIGHLIGHT,,
MAP Venedik Bienali 2022,Venedik içi deniz taksi transferleri,HAS_TRANSPORT,,
MAP Venedik Bienali 2022,İstanbul – Venedik uçuşu (THY 1867),HAS_TRANSPORT,,
MAP Venedik Bienali 2022,İtalya,HAS_COUNTRY,,
MAP Venedik Bienali 2022,İtalya,HAS_HIGHLIGHT,,
MISIR TURU 20 – 25 NİSAN 2024,2024-04-20,HAS_DATE_START,,
MISIR TURU 20 – 25 NİSAN 2024,2024-04-25,HAS_DATE_END,,
MISIR TURU 20 – 25 NİSAN 2024,Aswan,HAS_CITY,,
MISIR TURU 20 – 25 NİSAN 2024,Kahire,HAS_CITY,,
MISIR TURU 20 – 25 NİSAN 2024,Luxor,HAS_CITY,,
MISIR TURU 20 – 25 NİSAN 2024,Mısır,HAS_COUNTRY,,
MISIR TURU 20 – 25 NİSAN 2024,İlkbahar,HAS_SEASON,,
Macau,A-Ma Tapınağı,HAS_ACTIVITY,,
Macau,Aziz Paulo Katedrali Harabesi - Macau,HAS_ACTIVITY,,
Macau,Eat Me Restaurant,HAS_RESTAURANT,,
Macau,Err Restaurant,HAS_RESTAURANT,,
Macau,Grand Palace & Wat Phra Kaew - Bangkok,HAS_ACTIVITY,,
Macau,Hong Kong Miras Müzesi,HAS_ACTIVITY,,
Macau,Kowloon Turu,HAS_ACTIVITY,,
Macau,Lam Tsuen Dilek Ağacı - Hong Kong,HAS_ACTIVITY,,
Macau,Lantau Adası Turu,HAS_ACTIVITY,,
Macau,Lebua at State Tower Hotel,HAS_HOTEL,,
Macau,Macau Casinoları,HAS_ACTIVITY,,
Macau,Macau Kulesi,HAS_ACTIVITY,,
Macau,Macau Müzesi,HAS_ACTIVITY,,
Macau,Macau Şarap Müzesi,HAS_ACTIVITY,,
Macau,Monte Hisarı,HAS_ACTIVITY,,
Macau,Pak Khlong Talat Çiçek Pazarı - Bangkok,HAS_ACTIVITY,,
Macau,Royal Barge Ulusal Müzesi - Bangkok,HAS_ACTIVITY,,
Macau,Sala Rattanakosin Restaurant,HAS_RESTAURANT,,
Macau,Senado Meydanı,HAS_ACTIVITY,,
Macau,Sun Yat Sen’in Müze Evi,HAS_ACTIVITY,,
Macau,Tai Po Old Market - Hong Kong,HAS_ACTIVITY,,
Macau,Wang Lang Market - Bangkok,HAS_ACTIVITY,,
Macau,Wat Arun Tapınakları - Bangkok,HAS_ACTIVITY,,
Macau,Wat Pho Tapınağı - Bangkok,HAS_ACTIVITY,,
Macau,Wat Suthat Tapınağı - Bangkok,HAS_ACTIVITY,,
Macau,Wong Tai Sin Tapınağı - Hong Kong,HAS_ACTIVITY,,
Macau,Çiçek Kültürü Müzesi - Bangkok,HAS_ACTIVITY,,
Machu Picchu,Belmond Miraflores Park (Lima),HAS_HOTEL,,
Machu Picchu,Bogotá şehir turu,HAS_ACTIVITY,,
Machu Picchu,Cartagena eski şehir gezisi,HAS_ACTIVITY,,
Machu Picchu,Cusco turu,HAS_ACTIVITY,,
Machu Picchu,Cusco şehir turu,HAS_ACTIVITY,,
Machu Picchu,Lima şehir turu,HAS_ACTIVITY,,
Machu Picchu,Lima şehir turu (Plaza Mayor ve tarihi merkez),HAS_ACTIVITY,,
Machu Picchu,Machu Picchu gezisi,HAS_ACTIVITY,,
Machu Picchu,Machu Picchu ziyareti,HAS_ACTIVITY,,
Machu Picchu,Sacred Valley gezisi,HAS_ACTIVITY,,
Madaba,Amman şehir turu,HAS_ACTIVITY,,
Madaba,Dead Sea’de konaklama ve dinlenme,HAS_ACTIVITY,,
Madaba,Mount Nebo ve Madaba ziyareti,HAS_ACTIVITY,,
Madaba,Petra Antik Kenti gezisi,HAS_ACTIVITY,,
Madaba,Wadi Rum çöl safarisi,HAS_ACTIVITY,,
Magdalena Adası,Amanhã (Yarının Müzesi),HAS_ACTIVITY,,
Magdalena Adası,Belediye Binası,HAS_ACTIVITY,,
Magdalena Adası,Buenos Aires Modern Sanat Müzesi,HAS_ACTIVITY,,
Magdalena Adası,Cape Horn,HAS_ACTIVITY,,
Magdalena Adası,Casa Rosada,HAS_ACTIVITY,,
Magdalena Adası,Fervor Restaurant,HAS_RESTAURANT,,
Magdalena Adası,Iguazú Milli Parkı,HAS_ACTIVITY,,
Magdalena Adası,Iguazú Şelaleleri,HAS_ACTIVITY,,
Magdalena Adası,La Boca,HAS_ACTIVITY,,
Magdalena Adası,La Cabrera Restaurant,HAS_RESTAURANT,,
Magdalena Adası,Macuco Safarisi,HAS_ACTIVITY,,
Magdalena Adası,Magdalena Adası,HAS_ACTIVITY,,
Magdalena Adası,Merkez Postane,HAS_ACTIVITY,,
Magdalena Adası,Palermo Soho,HAS_ACTIVITY,,
Magdalena Adası,Plaza Dorrego,HAS_ACTIVITY,,
Magdalena Adası,Plaza de Armas,HAS_ACTIVITY,,
Magdalena Adası,Plaza de Mayo,HAS_ACTIVITY,,
Magdalena Adası,Recoleta Mezarlığı,HAS_ACTIVITY,,
Magdalena Adası,Recoleta Semti,HAS_ACTIVITY,,
Magdalena Adası,Rojo Tango Gösterisi,HAS_ACTIVITY,,
Magdalena Adası,San Telmo,HAS_ACTIVITY,,
Magdalena Adası,Santiago Katedrali,HAS_ACTIVITY,,
Magdalena Adası,Satyricon Restaurant,HAS_RESTAURANT,,
Magdalena Adası,Ulusal Tarih Müzesi,HAS_ACTIVITY,,
Magdalena Adası,Vista Chinesa,HAS_ACTIVITY,,
Malaga,Cordoba turu,HAS_ACTIVITY,,
Malaga,Elhamra Sarayı gezisi,HAS_ACTIVITY,,
Malaga,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)",HAS_ACTIVITY,,
Malaga,Ronda gezisi,HAS_ACTIVITY,,
Malaga,Sevilla şehir turu,HAS_ACTIVITY,,
Maldivler,Beach Villa with Pool,HAS_HOTEL,,
Maldivler,Water Villa One Bedroom,HAS_HOTEL,,
Maldivler,Water Villa with Pool,HAS_HOTEL,,
Mandalay,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY,,
Mandalay,Bagan tapınakları gezisi,HAS_ACTIVITY,,
Mandalay,Belmond Road to Mandalay Cruise,HAS_HOTEL,,
Mandalay,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY,,
Mandalay,Inle Gölü gezisi,HAS_ACTIVITY,,
Mandalay,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY,,
Mandalay,Mandalay gezisi,HAS_ACTIVITY,,
Mandalay,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY,,
Mandalay,Shwedagon Pagoda ziyareti,HAS_ACTIVITY,,
Mandalay,Yangon şehir turu,HAS_ACTIVITY,,
Marakeş 21-25 Haziran 2023,Fas,HAS_COUNTRY,,
Marakeş 21-25 Haziran 2023,Fas,HAS_HIGHLIGHT,,
Marakeş 21-25 Haziran 2023,Fas içi transferler,HAS_TRANSPORT,,
Marakeş 21-25 Haziran 2023,Fes,HAS_CITY,,
Marakeş 21-25 Haziran 2023,Fes,HAS_HIGHLIGHT,,
Marakeş 21-25 Haziran 2023,Marrakech,HAS_CITY,,
Marakeş 21-25 Haziran 2023,Marrakech,HAS_HIGHLIGHT,,
Marakeş 21-25 Haziran 2023,İstanbul – Fas uçuşu,HAS_TRANSPORT,,
Marataba,Cape Town şehir turu,HAS_ACTIVITY,,
Marataba,Cape Winelands bölgesi ziyareti,HAS_ACTIVITY,,
Marataba,Kirstenbosch Ulusal Botanik Bahçesi gezisi,HAS_ACTIVITY,,
Marataba,Stellenbosch şarap bağları turu,HAS_ACTIVITY,,
Marataba,Tam gün safari,HAS_ACTIVITY,,
Marataba,Öğleden sonra safari,HAS_ACTIVITY,,
Mardin,Deyrulzafaran Manastırı ziyareti,HAS_ACTIVITY,,
Mardin,Eski Mardin Evleri ve Abbara tünelleri gezisi,HAS_ACTIVITY,,
Mardin,Eski PTT Binası gezisi,HAS_ACTIVITY,,
Mardin,Kasımiye Medresesi ziyareti,HAS_ACTIVITY,,
Mardin,Kültür Sokağı ve Uçurtma Atölyesi gezisi,HAS_ACTIVITY,,
Mardin,Mardin şehir turu,HAS_ACTIVITY,,
Mardin,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti,HAS_ACTIVITY,,
Mardin,Midyat şehir turu,HAS_ACTIVITY,,
Mardin,Mor Gabriel Manastırı ziyareti,HAS_ACTIVITY,,
Mardin,Sakıp Sabancı Müzesi ziyareti,HAS_ACTIVITY,,
Mardin,Ulu Camii ziyareti,HAS_ACTIVITY,,
Mardin,Zinciriye Medresesi ziyareti,HAS_ACTIVITY,,
Mardin 13-15 Ekim 2023,Mardin,HAS_CITY,,
Mardin 13-15 Ekim 2023,Mardin,HAS_HIGHLIGHT,,
Mardin 13-15 Ekim 2023,Mardin içi transferler,HAS_TRANSPORT,,
Mardin 13-15 Ekim 2023,Midyat,HAS_CITY,,
Mardin 13-15 Ekim 2023,Midyat,HAS_HIGHLIGHT,,
Mardin 13-15 Ekim 2023,Türkiye,HAS_COUNTRY,,
Mardin 13-15 Ekim 2023,Türkiye,HAS_HIGHLIGHT,,
Mardin 13-15 Ekim 2023,İstanbul – Mardin uçuşu (TK2674),HAS_TRANSPORT,,
Marrakech,Ali ibn Yusuf Medresesi ziyareti,HAS_ACTIVITY,,
Marrakech,Jardin Majorelle Bahçeleri gezisi,HAS_ACTIVITY,,
Marrakech,Marakeş şehir gezisi,HAS_ACTIVITY,,
Marrakech,Yves Saint Laurent Müzesi ziyareti,HAS_ACTIVITY,,
Marsilya,Arles Luma Müzesi ziyareti,HAS_ACTIVITY,,
Marsilya,Arles şehir gezisi,HAS_ACTIVITY,,
Marsilya,Atelier de Cezanne ziyareti,HAS_ACTIVITY,,
Marsilya,Carrières de Lumières ziyareti,HAS_ACTIVITY,,
Marsilya,Château La Coste,HAS_RESTAURANT,,
Marsilya,Château La Coste sanat ve mimari gezisi,HAS_ACTIVITY,,
Marsilya,Château La Coste şarap evi ve bahçeleri ziyareti,HAS_ACTIVITY,,
Marsilya,Fondation Vincent van Gogh Arles ziyareti,HAS_ACTIVITY,,
Marsilya,Gordes ve Roussillon köy gezileri,HAS_ACTIVITY,,
Marsilya,La Luma Drum Cafe,HAS_RESTAURANT,,
Marsilya,Les Deux Garçons,HAS_RESTAURANT,,
Marsilya,Les Deux Garçons’da kahve molası,HAS_ACTIVITY,,
Marsilya,Mirabeau Caddesi’nde gezinti,HAS_ACTIVITY,,
Marsilya,Mucem Müzesi ziyareti,HAS_ACTIVITY,,
Marsilya,Palais des Papes ziyareti,HAS_ACTIVITY,,
Marsilya,Provence manzaraları ve şato ziyareti,HAS_ACTIVITY,,
Marsilya,Roussillon ve Gordes gezisi,HAS_ACTIVITY,,
Marsilya,Saint-Paul de Mausole ziyareti,HAS_ACTIVITY,,
Marsilya,Sanat atölyeleri ve butik mağazalar,HAS_ACTIVITY,,
Masai Mara,Akşam safari,HAS_ACTIVITY,,
Masai Mara,Bisate Lodge,HAS_HOTEL,,
Masai Mara,Emara Ole Sereni Hotel,HAS_HOTEL,,
Masai Mara,Four Points by Sheraton JKIA,HAS_HOTEL,,
Masai Mara,Game Drives - Masai Mara,HAS_ACTIVITY,,
Masai Mara,Giraffe Centre ziyareti,HAS_ACTIVITY,,
Masai Mara,Giraffe Manor,HAS_HOTEL,,
Masai Mara,Giraffe Manor (kahvaltı & ikindi çayı),HAS_RESTAURANT,,
Masai Mara,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,HAS_ACTIVITY,,
Masai Mara,Karen Blixen Müzesi ziyareti,HAS_ACTIVITY,,
Masai Mara,Kigali Şehir Turu,HAS_ACTIVITY,,
Masai Mara,Masai Mara Safari,HAS_ACTIVITY,,
Masai Mara,Masai Mara’da safari ve game drive aktiviteleri,HAS_ACTIVITY,,
Masai Mara,Sabah ve akşam safarileri,HAS_ACTIVITY,,
Masai Mara,Sala’s Camp,HAS_HOTEL,,
Masai Mara,Sala’s Camp konaklamasında vahşi yaşam deneyimleri,HAS_ACTIVITY,,
Masai Mara,Sanctuary Olonana,HAS_HOTEL,,
Masai Mara,Sanctuary Olonana’da doğa aktiviteleri ve safari,HAS_ACTIVITY,,
Masai Mara,The Retreat (günübirlik kullanım),HAS_HOTEL,,
Masai Mara,"The Retreat (kahvaltı, öğle yemeği)",HAS_RESTAURANT,,
Masai Mara,Volcanoes National Park Gorilla Trekking,HAS_ACTIVITY,,
Matera,Alberobello Trulli Evleri,HAS_ACTIVITY,,
Matera,Antik Roma Amfitiyatrosu,HAS_ACTIVITY,,
Matera,Bari Şehir Gezisi,HAS_ACTIVITY,,
Matera,Canne Bianche Lifestyle & Hotel,HAS_HOTEL,,
Matera,Domenico Modugno Heykeli - Polignano a Mare,HAS_ACTIVITY,,
Matera,Hohenstaufen Kalesi,HAS_ACTIVITY,,
Matera,Lecce Şehir Gezisi,HAS_ACTIVITY,,
Matera,Locorotondo Şehir Gezisi,HAS_ACTIVITY,,
Matera,Matera Gezisi,HAS_ACTIVITY,,
Matera,Matera Kaya Evleri,HAS_ACTIVITY,,
Matera,Matera Kiliseleri ve Mağaraları,HAS_ACTIVITY,,
Matera,Monopoli Gezisi,HAS_ACTIVITY,,
Matera,Monopoli Tarihi Merkezi,HAS_ACTIVITY,,
Matera,Napoli Tarihi Merkezi,HAS_ACTIVITY,,
Matera,Old Town,HAS_ACTIVITY,,
Matera,Palazzo dei Celestini,HAS_ACTIVITY,,
Matera,Palazzo dei Celestini - Lecce,HAS_ACTIVITY,,
Matera,Pizzeria Casa Pinto,HAS_RESTAURANT,,
Matera,Polignano a Mare,HAS_ACTIVITY,,
Matera,Polignano a Mare Gezisi,HAS_ACTIVITY,,
Matera,Pompei Antik Kenti,HAS_ACTIVITY,,
Matera,Ristorante Blunotte,HAS_RESTAURANT,,
Matera,Ristorante La Cantina,HAS_RESTAURANT,,
Matera,Roma Amfi Tiyatrosu - Lecce,HAS_ACTIVITY,,
Matera,Saint Nicholas Bazilikası,HAS_ACTIVITY,,
Matera,San Giuseppe Kilisesi,HAS_ACTIVITY,,
Matera,San Giuseppe Kilisesi - Lecce,HAS_ACTIVITY,,
Matera,San Sabino Katedrali,HAS_ACTIVITY,,
Matera,Sant'Oronzo Meydanı,HAS_ACTIVITY,,
Matera,Santa Croce Bazilikası,HAS_ACTIVITY,,
Matera,Santa Croce Bazilikası - Lecce,HAS_ACTIVITY,,
Matera,Sant’Oronzo Meydanı - Lecce,HAS_ACTIVITY,,
Matera,Strada delle Orecchiette,HAS_ACTIVITY,,
Matera,Trulli Evleri - Alberobello,HAS_ACTIVITY,,
Matera,Vezüv Yanardağı,HAS_ACTIVITY,,
Mdina,Etna Yanardağı gezisi,HAS_ACTIVITY,,
Mdina,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HAS_HOTEL,,
Mdina,Mdina şehir turu,HAS_ACTIVITY,,
Mdina,Modica ve Ragusa turları,HAS_ACTIVITY,,
Mdina,Osteria Rosso Divino (Taormina),HAS_RESTAURANT,,
Mdina,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT,,
Mdina,Savoca köyü gezisi,HAS_ACTIVITY,,
Mdina,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY,,
Mdina,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY,,
Mdina,Taormina şehir turu,HAS_ACTIVITY,,
Mdina,Valletta şehir turu,HAS_ACTIVITY,,
Mdina,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY,,
Mekong Deltası,Belmond La Résidence d’Angkor,HAS_HOTEL,,
Mekong Deltası,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,HAS_ACTIVITY,,
Mekong Deltası,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY,,
Mekong Deltası,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY,,
Mekong Deltası,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT,,
Mekong Deltası,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY,,
Mekong Deltası,Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY,,
Mekong Deltası,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY,,
Mekong Deltası,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY,,
Mekong Deltası,Hotel des Arts Saigon,HAS_HOTEL,,
Mekong Deltası,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı",HAS_ACTIVITY,,
Mekong Deltası,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY,,
Mekong Deltası,Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT,,
Mekong Deltası,"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL,,
Mekong Deltası,"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL,,
Mekong Deltası,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY,,
Mekong Deltası,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze",HAS_ACTIVITY,,
Mekong Deltası,Raffles Hotel Le Royal,HAS_HOTEL,,
Mekong Deltası,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY,,
Mekong Deltası,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri",HAS_ACTIVITY,,
Mekong Deltası,Sofitel Legend Metropole (Hanoi),HAS_HOTEL,,
Mekong Deltası,Vespa ile gece turu ve Banh Xeo tadımı,HAS_ACTIVITY,,
Mekong Deltası,Violet Cruise (Ha Long Körfezi),HAS_HOTEL,,
Mekong Deltası,Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT,,
Mekong Deltası,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT,,
Meksika 06-16 Aralık 2023,2023-12-06,HAS_DATE_START,,
Meksika 06-16 Aralık 2023,2023-12-16,HAS_DATE_END,,
Meksika 06-16 Aralık 2023,Kış,HAS_SEASON,,
Meksika 06-16 Aralık 2023,Meksika,HAS_COUNTRY,,
Meksika 06-16 Aralık 2023,Meksika,HAS_HIGHLIGHT,,
Meksika 06-16 Aralık 2023,Meksika içi transferler,HAS_TRANSPORT,,
Meksika 06-16 Aralık 2023,Mexico City,HAS_CITY,,
Meksika 06-16 Aralık 2023,Mexico City,HAS_HIGHLIGHT,,
Meksika 06-16 Aralık 2023,Mérida,HAS_CITY,,
Meksika 06-16 Aralık 2023,Mérida,HAS_HIGHLIGHT,,
Meksika 06-16 Aralık 2023,Tulum,HAS_CITY,,
Meksika 06-16 Aralık 2023,Tulum,HAS_HIGHLIGHT,,
Meksika 06-16 Aralık 2023,İstanbul – Mexico City uçuşu (TK184),HAS_TRANSPORT,,
Meksika Gezisi,Aeroméxico AM826D,HAS_TRANSPORT,,
Meksika Gezisi,Aztek,HAS_HIGHLIGHT,,
Meksika Gezisi,Cancún,HAS_CITY,,
Meksika Gezisi,Cancún,HAS_HIGHLIGHT,,
Meksika Gezisi,Chichen Itza,HAS_CITY,,
Meksika Gezisi,Chichen Itza,HAS_HIGHLIGHT,,
Meksika Gezisi,Kolonyal Mimari,HAS_HIGHLIGHT,,
Meksika Gezisi,Maya,HAS_HIGHLIGHT,,
Meksika Gezisi,Meksika,HAS_COUNTRY,,
Meksika Gezisi,Meksika,HAS_HIGHLIGHT,,
Meksika Gezisi,Mexico City,HAS_CITY,,
Meksika Gezisi,Mexico City,HAS_HIGHLIGHT,,
Meksika Gezisi,Mérida,HAS_CITY,,
Meksika Gezisi,Mérida,HAS_HIGHLIGHT,,
Meksika Gezisi,Müze,HAS_HIGHLIGHT,,
Meksika Gezisi,Türk Hava Yolları TK181,HAS_TRANSPORT,,
Meksika Gezisi,Türk Hava Yolları TK184,HAS_TRANSPORT,,
Meksika Gezisi,Türk Hava Yolları TK2175,HAS_TRANSPORT,,
Meksika Gezisi,Türk Hava Yolları TK2341,HAS_TRANSPORT,,
Melbourne,Alman Kasabası Hahndorf,HAS_ACTIVITY,,
Melbourne,Anayasa Limanı - Hobart,HAS_ACTIVITY,,
Melbourne,Anzac-Atatürk Anıtı,HAS_ACTIVITY,,
Melbourne,Ateş Böceği Mağarası,HAS_ACTIVITY,,
Melbourne,Barossa Valley Şarap Bağları,HAS_ACTIVITY,,
Melbourne,Bondi Plajı,HAS_ACTIVITY,,
Melbourne,Botanik Bahçeleri - Sydney,HAS_ACTIVITY,,
Melbourne,Brisbane Şehir Turu,HAS_ACTIVITY,,
Melbourne,Canberra Şehir Turu,HAS_ACTIVITY,,
Melbourne,Darling Harbour,HAS_ACTIVITY,,
Melbourne,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY,,
Melbourne,Franklin Meydanı - Hobart,HAS_ACTIVITY,,
Melbourne,Hyde Park,HAS_ACTIVITY,,
Melbourne,Hyde Park Barracks - Sydney,HAS_ACTIVITY,,
Melbourne,Macquarie Caddesi,HAS_ACTIVITY,,
Melbourne,Melbourne Müzesi,HAS_ACTIVITY,,
Melbourne,Mount Wellington,HAS_ACTIVITY,,
Melbourne,Mrs Macquarie’s Chair,HAS_ACTIVITY,,
Melbourne,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT,,
