id,name,type,date_start,date_end,price_usd,semantic_text
Centro Histórico,Centro Histórico,Activity,,,,
Zócalo Meydanı,Zócalo Meydanı,Activity,,,,
Templo Mayor,Templo Mayor,Activity,,,,
Palacio de Bellas Artes,Palacio de Bellas Artes,Activity,,,,
Plaza Manuel Tolsá,Plaza Manuel Tolsá,Activity,,,,
Antropoloji Müzesi,Antropoloji Müzesi,Activity,,,,
Coyoacán & Frida Kahlo Müzesi,Coyoacán & Frida Kahlo Müzesi,Activity,,,,
Polanco,Polanco,Activity,,,,
Kukulkan Piramidi,Kukulkan Piramidi,Activity,,,,
Plaza Grande,Plaza Grande,Activity,,,,
San Ildefonso Katedrali,San Ildefonso Katedrali,Activity,,,,
Parque de Santa Lucía,Parque de Santa Lucía,Activity,,,,
Iglesia de Santa Lucía,Iglesia de Santa Lucía,Activity,,,,
Tekila & Mezcal Tadımı,Tekila & Mezcal Tadımı,Activity,,,,
Göl kenarında özel yemek,Göl kenarında özel yemek,Restaurant,,,,
Woodend Restaurant,Woodend Restaurant,Restaurant,,,,
Ixi’im,Ixi’im,Restaurant,,,,
Ki’ol,Ki’ol,Restaurant,,,,
Türk Hava Yolları TK2341,Türk Hava Yolları TK2341,Transport,,,,
Türk Hava Yolları TK2175,Türk Hava Yolları TK2175,Transport,,,,
Türk Hava Yolları TK184,Türk Hava Yolları TK184,Transport,,,,
Aeroméxico AM826D,Aeroméxico AM826D,Transport,,,,
Türk Hava Yolları TK181,Türk Hava Yolları TK181,Transport,,,,
Aztek,Aztek,Tag,,,,
Maya,Maya,Tag,,,,
Kolonyal Mimari,Kolonyal Mimari,Tag,,,,
2bd61701-810c-4fc3-9315-69e77bf14d7c,Sicilya Gezisi,Trip,,,1000,"28 Nisan - 3 Mayıs 2025 Sicilya gezisi. Şehirler: Katanya, Taormina, Savoca, Forza d’Agrò, Syracuse (Ortigia), Ragusa, Palermo. Konaklama Hotel Metropole Taormina. Aktiviteler: Corso Umberto, Piazza IX Aprile, Porta Messina, Porta Catania, Teatro Greco, Villa Comunale, Savoca Bar Vitelli ve Godfather film kilisesi, Forza d’Agrò Ortaçağ köyü, Etna Yanardağı, Ortigia Adası ve Katedrali, Arethusa Çeşmesi, Ragusa’daki barok yapılar, Palermo Santa Maria dello Spasimo Kilisesi. Restoranlar: Osteria Rosso Divino, Doba Restaurant and Terrace. Ulaşım: THY TK1393."
Catane,Catane,City,,,,
Taormina,Taormina,City,,,,
Savoca,Savoca,City,,,,
Forza d’Agrò,Forza d’Agrò,City,,,,
Syracuse,Syracuse,City,,,,
Ragusa,Ragusa,City,,,,
Palerme,Palerme,City,,,,
Hotel Metropole Taormina,Hotel Metropole Taormina,Hotel,,,,
Corso Umberto,Corso Umberto,Activity,,,,
Piazza IX Aprile,Piazza IX Aprile,Activity,,,,
Porta Messina,Porta Messina,Activity,,,,
Porta Catania,Porta Catania,Activity,,,,
Teatro Greco,Teatro Greco,Activity,,,,
Villa Comunale Bahçeleri,Villa Comunale Bahçeleri,Activity,,,,
Bar Vitelli,Bar Vitelli,Activity,,,,
Godfather Film Kilisesi - Savoca,Godfather Film Kilisesi - Savoca,Activity,,,,
Forza d’Agrò Ortaçağ Köyü,Forza d’Agrò Ortaçağ Köyü,Activity,,,,
Piazza del Municipio - Forza d’Agrò,Piazza del Municipio - Forza d’Agrò,Activity,,,,
Etna Yanardağı,Etna Yanardağı,Activity,,,,
Ortigia Adası,Ortigia Adası,Activity,,,,
Ortigia Meydanı,Ortigia Meydanı,Activity,,,,
Syracuse Katedrali,Syracuse Katedrali,Activity,,,,
Arethusa Çeşmesi,Arethusa Çeşmesi,Activity,,,,
Ragusa Ibla,Ragusa Ibla,Activity,,,,
Cattedrale di San Giovanni Battista,Cattedrale di San Giovanni Battista,Activity,,,,
Chiesa di Santa Maria delle Scale,Chiesa di Santa Maria delle Scale,Activity,,,,
Palazzo della Cancelleria,Palazzo della Cancelleria,Activity,,,,
Chiesa Anime Sante del Purgatorio,Chiesa Anime Sante del Purgatorio,Activity,,,,
Duomo di San Giorgio,Duomo di San Giorgio,Activity,,,,
Giardini Iblei,Giardini Iblei,Activity,,,,
Santa Maria dello Spasimo Kilisesi,Santa Maria dello Spasimo Kilisesi,Activity,,,,
Osteria Rosso Divino,Osteria Rosso Divino,Restaurant,,,,
Doba Restaurant and Terrace,Doba Restaurant and Terrace,Restaurant,,,,
Türk Hava Yolları TK1393,Türk Hava Yolları TK1393,Transport,,,,
Sicilya,Sicilya,Tag,,,,
Etna,Etna,Tag,,,,
Ortigia,Ortigia,Tag,,,,
Barok Mimari,Barok Mimari,Tag,,,,
23933783-a61d-4ec2-a44e-facf3992ad35,Porto Gezisi,Trip,,,1000,"28 Nisan - 1 Mayıs 2023 Porto gezisi. Konaklama Maison Albar Hotels Le Monumental Palace. Aktiviteler: Tuktuk ve yürüyüş turu, Boavista, Foz do Douro, São Francisco Kilisesi, Palácio da Bolsa, São Bento Tren İstasyonu, Porto Katedrali, Liberdade ve Batalha meydanları, Ribeira, Torre dos Clérigos, Santa Catarina Caddesi, Lello Kütüphanesi, Serralves Müzesi, Six Bridges Tekne Turu, Gaia bölgesi şarap evleri. Restoranlar: Enoteca 1756, Marisqueira A Antiga, Casa de Chá de Boa Nova, Vinum Restaurant & Wine Bar."
Porto,Porto,City,,,,
Portekiz,Portekiz,Country,,,,
Maison Albar Hotels Le Monumental Palace,Maison Albar Hotels Le Monumental Palace,Hotel,,,,
Tuktuk Gezisi & Rehberli Yürüyüş Turu,Tuktuk Gezisi & Rehberli Yürüyüş Turu,Activity,,,,
Boavista,Boavista,Activity,,,,
Foz do Douro,Foz do Douro,Activity,,,,
São Francisco Kilisesi,São Francisco Kilisesi,Activity,,,,
Palácio da Bolsa,Palácio da Bolsa,Activity,,,,
São Bento Tren İstasyonu,São Bento Tren İstasyonu,Activity,,,,
Porto Katedrali,Porto Katedrali,Activity,,,,
Liberdade Meydanı,Liberdade Meydanı,Activity,,,,
Batalha Meydanı,Batalha Meydanı,Activity,,,,
Ribeira Bölgesi,Ribeira Bölgesi,Activity,,,,
Torre dos Clérigos,Torre dos Clérigos,Activity,,,,
Santa Catarina Caddesi,Santa Catarina Caddesi,Activity,,,,
Lello Kütüphanesi,Lello Kütüphanesi,Activity,,,,
Serralves Müzesi,Serralves Müzesi,Activity,,,,
Six Bridges Tekne Turu,Six Bridges Tekne Turu,Activity,,,,
Gaia Şarap Evleri,Gaia Şarap Evleri,Activity,,,,
Churchill Graham Şaraphanesi,Churchill Graham Şaraphanesi,Activity,,,,
Enoteca 1756 Restaurant,Enoteca 1756 Restaurant,Restaurant,,,,
Marisqueira A Antiga,Marisqueira A Antiga,Restaurant,,,,
Casa de Chá de Boa Nova,Casa de Chá de Boa Nova,Restaurant,,,,
Vinum Restaurant & Wine Bar,Vinum Restaurant & Wine Bar,Restaurant,,,,
Douro Nehri,Douro Nehri,Tag,,,,
Katedraller,Katedraller,Tag,,,,
1f70ae4e-dbb0-49e3-90c1-e9f195b871e1,Kahire Gezisi,Trip,,,1000,"28-31 Mart 2025 Kahire gezisi. Konaklama Four Seasons Hotel Cairo at Nile Plaza. Aktiviteler: Khan El Khalili Çarşısı, Giza Piramitleri, Sfenks, Khufu Piramidi, deve gezisi, Büyük Mısır Müzesi, Sultan Hassan ve El Refaei Camileri, Mısır Müzesi (Eski Müze), Nil Nehri Felucca Tekne Gezisi. Restoran: Riviera. Ulaşım: İstanbul - Kahire uçuşu."
Four Seasons Hotel Cairo at Nile Plaza,Four Seasons Hotel Cairo at Nile Plaza,Hotel,,,,
Sfenks,Sfenks,Activity,,,,
Khufu Piramidi,Khufu Piramidi,Activity,,,,
Deve Gezisi - Piramitler,Deve Gezisi - Piramitler,Activity,,,,
Büyük Mısır Müzesi,Büyük Mısır Müzesi,Activity,,,,
Sultan Hassan Camii,Sultan Hassan Camii,Activity,,,,
El Refaei Camii,El Refaei Camii,Activity,,,,
Mısır Müzesi - Eski Müze,Mısır Müzesi - Eski Müze,Activity,,,,
Nil Nehri Felucca Tekne Gezisi,Nil Nehri Felucca Tekne Gezisi,Activity,,,,
Riviera - Four Seasons Hotel Cairo at Nile Plaza,Riviera - Four Seasons Hotel Cairo at Nile Plaza,Restaurant,,,,
Piramitler,Piramitler,Tag,,,,
Müzeler,Müzeler,Tag,,,,
Çarşı,Çarşı,Tag,,,,
6f83a5ac-3a7a-402b-a9f1-1a00b5ee656b,Endülüs Gezisi,Trip,,,1000,"29 Ekim - 2 Kasım 2025 Endülüs gezisi. Şehirler: Granada, Córdoba, Sevilla, Ronda. Aktiviteler: Elhamra Sarayı ve Generalife Bahçeleri, Alcazaba, Nasrid Sarayı, Realejo Mahallesi, Córdoba’daki Mezquita Camii ve Alcazar, Plaza Corredera, Musevi Mahallesi, Sevilla Katedrali ve Giralda Kulesi, Alcázar, Torre del Oro, Maria Luisa Parkı, Ronda’daki Puente Nuevo, El Tajo Kanyonu, Casa del Rey Moro, tarihi sokaklar ve Plaza de Toros."
Granada,Granada,City,,,,
Córdoba,Córdoba,City,,,,
Sevilla,Sevilla,City,,,,
Ronda,Ronda,City,,,,
Elhamra Sarayı,Elhamra Sarayı,Activity,,,,
Generalife Bahçeleri,Generalife Bahçeleri,Activity,,,,
Alcazaba,Alcazaba,Activity,,,,
Partal,Partal,Activity,,,,
Nasrid Sarayı,Nasrid Sarayı,Activity,,,,
Realejo Mahallesi,Realejo Mahallesi,Activity,,,,
Comendadoras de Santiago,Comendadoras de Santiago,Activity,,,,
Dominicans of Santo Domingo,Dominicans of Santo Domingo,Activity,,,,
Fundación Rodriguez-Acosta Sanat Müzesi,Fundación Rodriguez-Acosta Sanat Müzesi,Activity,,,,
Carmen de los Mártires Bahçesi,Carmen de los Mártires Bahçesi,Activity,,,,
Capilla Real,Capilla Real,Activity,,,,
Las Granadas Kapısı,Las Granadas Kapısı,Activity,,,,
Mezquita Camii - Córdoba,Mezquita Camii - Córdoba,Activity,,,,
Alcazar Kalesi - Córdoba,Alcazar Kalesi - Córdoba,Activity,,,,
Plaza Corredera - Córdoba,Plaza Corredera - Córdoba,Activity,,,,
Musevi Mahallesi - Córdoba,Musevi Mahallesi - Córdoba,Activity,,,,
Sevilla Katedrali,Sevilla Katedrali,Activity,,,,
Giralda Kulesi,Giralda Kulesi,Activity,,,,
Alcázar - Sevilla,Alcázar - Sevilla,Activity,,,,
Altın Kule (Torre del Oro),Altın Kule (Torre del Oro),Activity,,,,
Maria Luisa Parkı,Maria Luisa Parkı,Activity,,,,
El Alamillo Köprüsü,El Alamillo Köprüsü,Activity,,,,
Puente Nuevo - Ronda,Puente Nuevo - Ronda,Activity,,,,
El Tajo Kanyonu,El Tajo Kanyonu,Activity,,,,
Casa del Rey Moro,Casa del Rey Moro,Activity,,,,
Ronda Tarihi Sokakları,Ronda Tarihi Sokakları,Activity,,,,
Plaza de Toros - Ronda,Plaza de Toros - Ronda,Activity,,,,
Endülüs,Endülüs,Tag,,,,
Elhamra,Elhamra,Tag,,,,
Mezquita,Mezquita,Tag,,,,
eeabbea5-d1c0-45de-b06f-0bd88c7a0195,Avustralya Gezisi,Trip,,,1000,"29 Kasım - 21 Aralık 2024 Avustralya gezisi. Şehirler: Melbourne, Ballarat, Hobart, Adelaide, Hahndorf, Barossa Valley, Brisbane, Surfers Paradise, Sydney, Canberra. Konaklama: The Tasman Hotel (Hobart). Aktiviteler: Melbourne’de Royal Exhibition Binası, Sanat Galerisi, Parlamento, Fitzroy Gardens ve Captain Cook’un evi, Melbourne Müzesi; Hobart’ta Franklin Meydanı, Sullivan’s Cove, Anayasa Limanı, Mount Wellington; Adelaide’de Hahndorf kasabası ve Barossa Valley; Brisbane’de ateş böceği mağarası ve Surfers Paradise; Sydney’de Hyde Park Barracks, Anzac-Atatürk Anıtı, Mrs Macquarie’s Chair, Harbour Bridge, Darling Harbour, Ulusal Müze ve Sydney Opera House; Canberra’da şehir turu. Restoranlar: Nehir kenarı restoran, Yerel lüks restoran. Ulaşım: THY TK168, TK169 ve iç hat uçuşları."
Ballarat,Ballarat,City,,,,
Hobart,Hobart,City,,,,
Adelaide,Adelaide,City,,,,
Hahndorf,Hahndorf,City,,,,
Barossa Valley,Barossa Valley,City,,,,
Brisbane,Brisbane,City,,,,
Surfers Paradise,Surfers Paradise,City,,,,
Canberra,Canberra,City,,,,
"The Tasman, a Luxury Collection Hotel, Hobart","The Tasman, a Luxury Collection Hotel, Hobart",Hotel,,,,
Royal Exhibition Binası - Melbourne,Royal Exhibition Binası - Melbourne,Activity,,,,
Sanat Galerisi - Melbourne,Sanat Galerisi - Melbourne,Activity,,,,
Parlamento ve Hazine Binası - Melbourne,Parlamento ve Hazine Binası - Melbourne,Activity,,,,
Fitzroy Gardens & Captain Cook’un Evi,Fitzroy Gardens & Captain Cook’un Evi,Activity,,,,
Melbourne Müzesi,Melbourne Müzesi,Activity,,,,
Franklin Meydanı - Hobart,Franklin Meydanı - Hobart,Activity,,,,
Sullivan’s Cove,Sullivan’s Cove,Activity,,,,
Anayasa Limanı - Hobart,Anayasa Limanı - Hobart,Activity,,,,
Mount Wellington,Mount Wellington,Activity,,,,
Alman Kasabası Hahndorf,Alman Kasabası Hahndorf,Activity,,,,
Barossa Valley Şarap Bağları,Barossa Valley Şarap Bağları,Activity,,,,
Brisbane Şehir Turu,Brisbane Şehir Turu,Activity,,,,
Ateş Böceği Mağarası,Ateş Böceği Mağarası,Activity,,,,
Surfers Paradise - Gold Coast,Surfers Paradise - Gold Coast,Activity,,,,
Hyde Park Barracks - Sydney,Hyde Park Barracks - Sydney,Activity,,,,
Anzac-Atatürk Anıtı,Anzac-Atatürk Anıtı,Activity,,,,
Sydney Harbour Bridge,Sydney Harbour Bridge,Activity,,,,
Darling Harbour,Darling Harbour,Activity,,,,
Ulusal Müze - Sydney,Ulusal Müze - Sydney,Activity,,,,
Sydney Opera House,Sydney Opera House,Activity,,,,
Canberra Şehir Turu,Canberra Şehir Turu,Activity,,,,
Nehir Kenarı Restoran - Adelaide,Nehir Kenarı Restoran - Adelaide,Restaurant,,,,
Yerel Lüks Restoran - Adelaide,Yerel Lüks Restoran - Adelaide,Restaurant,,,,
Türk Hava Yolları TK168,Türk Hava Yolları TK168,Transport,,,,
Türk Hava Yolları TK169,Türk Hava Yolları TK169,Transport,,,,
Melbourne - Hobart İç Hat Uçuşu,Melbourne - Hobart İç Hat Uçuşu,Transport,,,,
Hobart - Adelaide İç Hat Uçuşu,Hobart - Adelaide İç Hat Uçuşu,Transport,,,,
Adelaide - Brisbane İç Hat Uçuşu,Adelaide - Brisbane İç Hat Uçuşu,Transport,,,,
Tasmanya,Tasmanya,Tag,,,,
Opera House,Opera House,Tag,,,,
a1ef77c6-b2c6-4ae6-a32e-7cf44c76dac4,Barselona Gezisi,Trip,,,1000,"30 Mart - 4 Nisan 2025 Barselona gezisi. Konaklama Almanac Barcelona otelinde. Aktiviteler: Plaza Catalunya, La Rambla, Gotik Mahallesi, Park Güell, Sagrada Familia, Ciutadella Park, Plaza España, Girona Gotik Katedrali. Restoranlar: Maná 75, El Tribut, BarcelonaMilona, Restaurant Normal. Ulaşım: THY TK1467."
Gerona,Gerona,City,,,,
Almanac Barcelona,Almanac Barcelona,Hotel,,,,
La Rambla,La Rambla,Activity,,,,
Sagrada Familia,Sagrada Familia,Activity,,,,
Ciutadella Park,Ciutadella Park,Activity,,,,
Plaza España,Plaza España,Activity,,,,
Girona Gotik Katedrali,Girona Gotik Katedrali,Activity,,,,
Maná 75,Maná 75,Restaurant,,,,
El Tribut,El Tribut,Restaurant,,,,
BarcelonaMilona,BarcelonaMilona,Restaurant,,,,
Restaurant Normal,Restaurant Normal,Restaurant,,,,
Türk Hava Yolları TK1467,Türk Hava Yolları TK1467,Transport,,,,
Gaudi,Gaudi,Tag,,,,
df02b861-7d48-491b-8df1-2306714308e8,Puglia Gezisi,Trip,,,1000,"31 Mart - 4 Nisan 2025 Puglia gezisi. Şehirler: Lecce, Alberobello, Locorotondo, Monopoli, Polignano a Mare, Matera, Napoli, Pompei. Aktiviteler: Lecce’de Santa Croce Bazilikası, San Giuseppe Kilisesi, Palazzo dei Celestini, Sant’Oronzo Meydanı, Roma Amfi Tiyatrosu; Alberobello Trulli Evleri; Locorotondo şehir turu; Monopoli tarihi merkezi; Polignano a Mare ve Domenico Modugno Heykeli; Matera kaya evleri, kiliseleri ve mağaraları; Napoli tarihi merkezi ve Vezüv Yanardağı; Pompei antik kenti. Restoranlar: Ristorante Blunotte, Ristorante La Cantina, Pizzeria Casa Pinto. Ulaşım: İstanbul - Bari uçuşu."
Locorotondo,Locorotondo,City,,,,
Santa Croce Bazilikası - Lecce,Santa Croce Bazilikası - Lecce,Activity,,,,
San Giuseppe Kilisesi - Lecce,San Giuseppe Kilisesi - Lecce,Activity,,,,
Palazzo dei Celestini - Lecce,Palazzo dei Celestini - Lecce,Activity,,,,
Sant’Oronzo Meydanı - Lecce,Sant’Oronzo Meydanı - Lecce,Activity,,,,
Roma Amfi Tiyatrosu - Lecce,Roma Amfi Tiyatrosu - Lecce,Activity,,,,
Trulli Evleri - Alberobello,Trulli Evleri - Alberobello,Activity,,,,
Locorotondo Şehir Gezisi,Locorotondo Şehir Gezisi,Activity,,,,
Monopoli Tarihi Merkezi,Monopoli Tarihi Merkezi,Activity,,,,
Domenico Modugno Heykeli - Polignano a Mare,Domenico Modugno Heykeli - Polignano a Mare,Activity,,,,
Matera Kaya Evleri,Matera Kaya Evleri,Activity,,,,
Matera Kiliseleri ve Mağaraları,Matera Kiliseleri ve Mağaraları,Activity,,,,
Napoli Tarihi Merkezi,Napoli Tarihi Merkezi,Activity,,,,
Vezüv Yanardağı,Vezüv Yanardağı,Activity,,,,
Pompei Antik Kenti,Pompei Antik Kenti,Activity,,,,
Ristorante Blunotte,Ristorante Blunotte,Restaurant,,,,
Ristorante La Cantina,Ristorante La Cantina,Restaurant,,,,
Pizzeria Casa Pinto,Pizzeria Casa Pinto,Restaurant,,,,
Puglia,Puglia,Tag,,,,
Trulli,Trulli,Tag,,,,
8f78f311-b22b-456f-8c4c-ef7dd0441702,Alegra Benardete ile Sicilya’da Nefes,Trip,,,1000,"27-31 Ekim 2025 Alegra Benardete ile Sicilya’da nefes programı. Şehirler: Siracusa (Ortigia), Noto, Taormina. Konaklama Casa Di Melo Otel’de. Aktiviteler: Ortigia Adası turu (Roma Amfi Tiyatrosu, Duomo Meydanı, Syracuse Katedrali, Fonte Arethusa, Maniace Kalesi, Arşimed Meydanı), Noto’da Corso Vittorio Emanuele, San Francesco Kilisesi, Duomo, Palazzo Ducezio, Palazzo Nicolaci, San Carlo Kilisesi, MAT Museum ziyareti; Siracusa Arkeoloji Parkı (Latomie, Yunan Tiyatrosu, Roma Amfi Tiyatrosu); Taormina gezisi. Restoran adı belirtilmemiş. Ulaşım: İstanbul - Katanya uçuşu."
Siracusa,Siracusa,City,,,,
Noto,Noto,City,,,,
Casa Di Melo Otel,Casa Di Melo Otel,Hotel,,,,
Ortigia Roma Amfi Tiyatrosu,Ortigia Roma Amfi Tiyatrosu,Activity,,,,
Duomo Meydanı - Ortigia,Duomo Meydanı - Ortigia,Activity,,,,
Fonte Arethusa,Fonte Arethusa,Activity,,,,
Maniace Kalesi,Maniace Kalesi,Activity,,,,
Arşimed Meydanı,Arşimed Meydanı,Activity,,,,
Corso Vittorio Emanuele - Noto,Corso Vittorio Emanuele - Noto,Activity,,,,
Chiesa di San Francesco - Noto,Chiesa di San Francesco - Noto,Activity,,,,
Duomo - Noto,Duomo - Noto,Activity,,,,
Palazzo Ducezio - Noto,Palazzo Ducezio - Noto,Activity,,,,
Palazzo Nicolaci - Noto,Palazzo Nicolaci - Noto,Activity,,,,
Chiesa di San Carlo - Noto,Chiesa di San Carlo - Noto,Activity,,,,
MAT Museum - Noto,MAT Museum - Noto,Activity,,,,
Siracusa Arkeoloji Parkı,Siracusa Arkeoloji Parkı,Activity,,,,
Latomie - Siracusa,Latomie - Siracusa,Activity,,,,
Yunan Tiyatrosu - Siracusa,Yunan Tiyatrosu - Siracusa,Activity,,,,
Roma Amfi Tiyatrosu - Siracusa,Roma Amfi Tiyatrosu - Siracusa,Activity,,,,
Taormina Gezisi,Taormina Gezisi,Activity,,,,
Arkeoloji,Arkeoloji,Tag,,,,
Barok,Barok,Tag,,,,
b00e8d4b-8e83-4e77-9c33-f7e67b82a011,Arjantin Gezisi,Trip,,,1000,"2022 Arjantin gezisi. Şehirler: Buenos Aires, Ushuaia, Puerto Madryn. Aktiviteler: Buenos Aires’te tango gösterisi, Ushuaia’da Tierra del Fuego Milli Parkı ve Beagle Kanalı, Puerto Madryn’de Peninsula Valdes doğa gözlemleri. Restoran: Tango House."
Ushuaia,Ushuaia,City,,,,
Puerto Madryn,Puerto Madryn,City,,,,
Tango Gösterisi - Buenos Aires,Tango Gösterisi - Buenos Aires,Activity,,,,
Tierra del Fuego Milli Parkı - Ushuaia,Tierra del Fuego Milli Parkı - Ushuaia,Activity,,,,
Beagle Kanalı - Ushuaia,Beagle Kanalı - Ushuaia,Activity,,,,
Peninsula Valdes - Puerto Madryn,Peninsula Valdes - Puerto Madryn,Activity,,,,
Tango House,Tango House,Restaurant,,,,
Tango,Tango,Tag,,,,
Doğa,Doğa,Tag,,,,
Balina,Balina,Tag,,,,
7e56ac20-34bc-41ae-8e87-a7e005216230,Bangkok & Hong Kong Gezisi,Trip,,,1000,"24 Şubat - 3 Mart 2019 Bangkok & Hong Kong gezisi. Şehirler: Bangkok, Macau, Hong Kong. Konaklama Lebua at State Tower Hotel. Bangkok’ta Grand Palace, Wat Pho, Wat Arun, Royal Barge Müzesi, Wang Lang Market, Çiçek Pazarı, Wat Suthat. Macau’da Aziz Paulo Katedrali Harabesi, Macau Müzesi, Macau Kulesi, Monte Hisarı, A-Ma Tapınağı, Senado Meydanı, Sun Yat Sen’in Müze Evi, Macau Şarap Müzesi, casinolar. Hong Kong’da Wong Tai Sin Tapınağı, Lam Tsuen Dilek Ağacı, Tai Po Old Market, Hong Kong Miras Müzesi, Lantau Adası, Kowloon Turu. Restoranlar: Err Restaurant, Sala Rattanakosin, Eat Me Restaurant. Ulaşım: THY TK68 ve Macau-Hong Kong feribotu."
Macao,Macao,City,,,,
Hong Kong,Hong Kong,City,,,,
China,China,Country,,,,
Lebua at State Tower Hotel,Lebua at State Tower Hotel,Hotel,,,,
Grand Palace & Wat Phra Kaew - Bangkok,Grand Palace & Wat Phra Kaew - Bangkok,Activity,,,,
Wat Pho Tapınağı - Bangkok,Wat Pho Tapınağı - Bangkok,Activity,,,,
Wat Arun Tapınakları - Bangkok,Wat Arun Tapınakları - Bangkok,Activity,,,,
Royal Barge Ulusal Müzesi - Bangkok,Royal Barge Ulusal Müzesi - Bangkok,Activity,,,,
Wang Lang Market - Bangkok,Wang Lang Market - Bangkok,Activity,,,,
Pak Khlong Talat Çiçek Pazarı - Bangkok,Pak Khlong Talat Çiçek Pazarı - Bangkok,Activity,,,,
Çiçek Kültürü Müzesi - Bangkok,Çiçek Kültürü Müzesi - Bangkok,Activity,,,,
Wat Suthat Tapınağı - Bangkok,Wat Suthat Tapınağı - Bangkok,Activity,,,,
Aziz Paulo Katedrali Harabesi - Macau,Aziz Paulo Katedrali Harabesi - Macau,Activity,,,,
Macau Müzesi,Macau Müzesi,Activity,,,,
Macau Kulesi,Macau Kulesi,Activity,,,,
Monte Hisarı,Monte Hisarı,Activity,,,,
A-Ma Tapınağı,A-Ma Tapınağı,Activity,,,,
Senado Meydanı,Senado Meydanı,Activity,,,,
Sun Yat Sen’in Müze Evi,Sun Yat Sen’in Müze Evi,Activity,,,,
Macau Şarap Müzesi,Macau Şarap Müzesi,Activity,,,,
Macau Casinoları,Macau Casinoları,Activity,,,,
Wong Tai Sin Tapınağı - Hong Kong,Wong Tai Sin Tapınağı - Hong Kong,Activity,,,,
Lam Tsuen Dilek Ağacı - Hong Kong,Lam Tsuen Dilek Ağacı - Hong Kong,Activity,,,,
Tai Po Old Market - Hong Kong,Tai Po Old Market - Hong Kong,Activity,,,,
Hong Kong Miras Müzesi,Hong Kong Miras Müzesi,Activity,,,,
Lantau Adası Turu,Lantau Adası Turu,Activity,,,,
Kowloon Turu,Kowloon Turu,Activity,,,,
Err Restaurant,Err Restaurant,Restaurant,,,,
Sala Rattanakosin Restaurant,Sala Rattanakosin Restaurant,Restaurant,,,,
Eat Me Restaurant,Eat Me Restaurant,Restaurant,,,,
Türk Hava Yolları TK68,Türk Hava Yolları TK68,Transport,,,,
Macau - Hong Kong Feribot,Macau - Hong Kong Feribot,Transport,,,,
Casinolar,Casinolar,Tag,,,,
778d742b-24e3-4d09-8d46-4690b74f2b3a,Bhutan & Nepal Gezisi,Trip,,,1000,"2023 Bhutan & Nepal gezisi. Nepal’de Katmandu ve Bhaktapur; Bhutan’da Paro (Tiger’s Nest), Punakha (Punakha Dzong) ve Thimphu ziyaret ediliyor. Ulaşım: İstanbul - Katmandu uçuşu ve Katmandu - Paro iç hat uçuşu."
Kathmandu,Kathmandu,City,,,,
Paro,Paro,City,,,,
Punakha,Punakha,City,,,,
Thimphou,Thimphou,City,,,,
Bhaktapur,Bhaktapur,City,,,,
Nepal,Nepal,Country,,,,
Bhoutan,Bhoutan,Country,,,,
Pashupatinath Tapınağı - Katmandu,Pashupatinath Tapınağı - Katmandu,Activity,,,,
Bhaktapur - Katmandu,Bhaktapur - Katmandu,Activity,,,,
Taktsang (Tiger’s Nest) Manastırı - Paro,Taktsang (Tiger’s Nest) Manastırı - Paro,Activity,,,,
Punakha Dzong - Punakha,Punakha Dzong - Punakha,Activity,,,,
Thimphu Şehir Turu,Thimphu Şehir Turu,Activity,,,,
İstanbul - Katmandu Uçuşu,İstanbul - Katmandu Uçuşu,Transport,,,,
Katmandu - Paro Uçuşu,Katmandu - Paro Uçuşu,Transport,,,,
Tiger’s Nest,Tiger’s Nest,Tag,,,,
Punakha Dzong,Punakha Dzong,Tag,,,,
Budizm,Budizm,Tag,,,,
4365325e-3e63-4d8f-bd8c-83514b24ebd5,Bilbao & San Sebastián Gezisi,Trip,,,1000,"Bilbao ve San Sebastián gezisi. Şehirler: Bilbao, San Sebastián, Hondarribia, Saint-Jean-de-Luz, Biarritz. Bilbao’da Guggenheim Müzesi, San Sebastián’da şehir gezisi, La Concha ve Zurriola plajları, San Telmo Müzesi, Monte Urgull, Monte Igueldo, Victoria Eugenia Tiyatrosu ve Miramar Sarayı; Hondarribia’da surlar ve deniz ürünleri; Saint-Jean-de-Luz’da Rue Gambetta, Place Louis XIV, Eglise Saint-Jean-Baptiste; Biarritz’te Grande Plage, Casino Municipal, Chapelle Impériale ve Musée Asiatica ziyaret ediliyor. Otel: Hotel Du Palais Biarritz. Restoran: Le Sunset."
Saint-Sébastien (Espagne),Saint-Sébastien (Espagne),City,,,,
Fontarrabie,Fontarrabie,City,,,,
Saint-Jean-de-Luz,Saint-Jean-de-Luz,City,,,,
Hotel Du Palais Biarritz,Hotel Du Palais Biarritz,Hotel,,,,
Guggenheim Müzesi - Bilbao,Guggenheim Müzesi - Bilbao,Activity,,,,
San Sebastián Şehir Gezisi,San Sebastián Şehir Gezisi,Activity,,,,
La Concha Plajı,La Concha Plajı,Activity,,,,
Zurriola Plajı,Zurriola Plajı,Activity,,,,
San Telmo Müzesi - San Sebastián,San Telmo Müzesi - San Sebastián,Activity,,,,
Monte Urgull - San Sebastián,Monte Urgull - San Sebastián,Activity,,,,
Monte Igueldo - San Sebastián,Monte Igueldo - San Sebastián,Activity,,,,
Victoria Eugenia Tiyatrosu - San Sebastián,Victoria Eugenia Tiyatrosu - San Sebastián,Activity,,,,
