id,label,name
1502,Activity,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu"
1503,Activity,Tra Que Organic Village bisiklet turu
1504,Activity,The Market Restaurant’ta Vietnam yemek kursu
1505,City,Danang
1506,City,Saigon
1507,Trip,Tayland & Endonezya Gezisi
1508,DateStart,10 Ocak 2024
1509,DateEnd,18 Ocak 2024
1510,Highlight,Endonezya
1511,Highlight,Phuket
1512,Highlight,Bali
1513,Highlight,The Surin Phuket
1514,Highlight,Big Buddha
1515,City,Phuket
1516,Hotel,The Surin Phuket
1517,Restaurant,"Beach Restaurant, The Surin (Phuket)"
1518,Activity,Phuket’te Big Buddha ziyareti
1519,Activity,Phuket Tarihi Kent Gezisi
1520,Activity,Bangkok şehir turu
1521,Activity,Bali’de tapınak ziyaretleri ve sahil aktiviteleri
1522,Trip,Tayland Gezi Önerileri
1523,DateStart,18 Ocak 2026
1524,DateEnd,26 Ocak 2026
1525,Highlight,Grand Palace
1526,Highlight,Wat Pho
1527,Highlight,Wat Arun
1528,Highlight,Thonburi Kanalları
1529,Activity,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti
1530,Activity,Wat Pho (Yatan Buda Tapınağı) gezisi
1531,Activity,Wat Arun (Şafak Tapınağı) ziyareti
1532,Activity,Thonburi Kanalları tekne turu
1533,Activity,Phuket ada ve sahil aktiviteleri
1534,Trip,Toskana Gezisi - Bayram Programı
1535,DateStart,01 Mayıs 2022
1536,Highlight,Montepulciano
1537,Highlight,The Mall Firenze
1538,Activity,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)"
1539,Activity,The Mall Firenze outlet gezisi
1540,Activity,Siena şehir turu
1541,Activity,Montepulciano şarap bağları ve kasaba gezisi
1542,Activity,San Gimignano kasabası gezisi
1543,City,Montepulciano
1544,DateStart,10 Nisan 2024
1545,DateEnd,13 Nisan 2024
1546,Highlight,Pienza
1547,Highlight,Montalcino
1548,Highlight,Borgo Santo Pietro
1549,Hotel,Borgo Santo Pietro
1550,Activity,Montepulciano şarap bağları turu
1551,Activity,Pienza kasabası ziyareti
1552,Activity,Montalcino’da şarap tadımı
1553,Activity,San Gimignano gezisi
1554,City,Pienza
1555,City,Montalcino
1556,Trip,Toskana Bağ Bozumu Programı
1557,DateStart,12 Eylül
1558,DateEnd,29 Eylül
1559,Highlight,Bağ Bozumu
1560,Highlight,Şarap Tadımı
1561,Highlight,COMO Castello del Nero
1562,Highlight,Rosewood Castiglion del Bosco
1563,Hotel,COMO Castello del Nero
1564,Hotel,Rosewood Castiglion del Bosco
1565,Activity,Bağ bozumu deneyimi
1566,Activity,Şarap tadımları
1567,Activity,Toskana kasabaları ve doğa gezileri
1568,City,Toskana kırsalı
1569,DateStart,30 Mayıs 2019
1570,DateEnd,07 Haziran 2019
1571,Highlight,Siem Reap
1572,Highlight,Angkor Wat
1573,Highlight,Banh Xeo
1574,Highlight,Raffles
1575,City,Ho Chi Minh
1576,Hotel,Hotel des Arts Saigon
1577,Hotel,Raffles Hotel Le Royal
1578,Hotel,Belmond La Résidence d’Angkor
1579,Activity,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
1580,Activity,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş
1581,Activity,Vespa ile gece turu ve Banh Xeo tadımı
1582,Activity,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı"
1583,Activity,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze"
1584,Activity,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri"
1585,Trip,Vietnam Gezisi
1586,DateStart,16 Kasım 2024
1587,DateEnd,24 Kasım 2024
1588,Highlight,Nha Trang
1589,Highlight,Ho Chi Minh Mozolesi
1590,Highlight,Pagoda
1591,Activity,Hanoi By Night turu
1592,Activity,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
1593,Activity,Nha Trang sahil tatili ve dinlenme
1594,Activity,Saigon şehir turu
1595,City,Nha Trang
1596,Trip,Vietnam & Bangkok Gezisi - Gökhan Mendi
1597,DateStart,25 Aralık 2024
1598,DateEnd,03 Ocak 2025
1599,Highlight,Ha Long
1600,Highlight,Lan Ha Bay
1601,Highlight,Bhaya Cruise
1602,Highlight,May de Cuisine
1603,Hotel,Bhaya Cruise (Lan Ha Bay / Ha Long)
1604,Restaurant,May de Cuisine Restaurant (Hanoi)
1605,Activity,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle"
1606,Activity,Westlake bölgesi turu (vintage jeep ile)
1607,Activity,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu
1608,Activity,Thien Canh Son Cave ziyareti
1609,Activity,Bangkok şehir turu ve alışveriş aktiviteleri
1610,City,Ha Long (Lan Ha Bay)
1611,Trip,Volvo EX90 Basın Seyahati - Los Angeles
1612,DateStart,08 Eylül 2024
1613,DateEnd,11 Eylül 2024
1614,Highlight,Los Angeles
1615,Highlight,Volvo
1616,Highlight,EX90
1617,Highlight,Pelican Hill
1618,Highlight,Nobu
1619,Highlight,Callaway Winery
1620,City,Los Angeles
1621,Hotel,The Resort at Pelican Hill
1622,Restaurant,Nobu Los Angeles
1623,Activity,Volvo EX90 sunumu ve sürüş deneyimi
1624,Activity,Callaway Winery ziyareti ve şarap tadımı
1625,Activity,Volvo etkinlikleri
1626,City,Newport Beach
1627,Trip,Ürdün Gezisi
1628,DateStart,22 Mart 2022
1629,DateEnd,27 Mart 2022
1630,Trip,Marakeş 21-25 Haziran 2023
1631,DateStart,21 HAZİRAN 2023
1632,DateEnd,25 HAZİRAN 2023
1633,Highlight,Fas
1634,Highlight,Marrakech
1635,Highlight,Fes
1636,Country,Fas
1637,City,Marrakech
1638,Activity,Marakeş şehir gezisi
1639,Activity,Yves Saint Laurent Müzesi ziyareti
1640,Activity,Jardin Majorelle Bahçeleri gezisi
1641,Activity,Ali ibn Yusuf Medresesi ziyareti
1642,City,Fes
1643,Trip,Havana - Cancun 8-19 Temmuz 2022
1644,DateStart,08 TEMMUZ 2022
1645,DateEnd,19 TEMMUZ 2022
1646,Highlight,Küba
1647,Highlight,Havana
1648,Highlight,Vinales
1649,Highlight,Cancun
1650,Country,Küba
1651,City,Havana
1652,Hotel,Hotel Manzana Kempinski
1653,Restaurant,Floridita
1654,Restaurant,Rancho San Vicente
1655,Activity,Havana şehir turu
1656,Activity,"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi"
1657,Activity,Floridita’da öğle yemeği ve daiquiri kokteyl tadımı
1658,Activity,Jose Fuster’in sanat mahallesi ziyareti
1659,Activity,Hamel Sokağı ziyareti
1660,Activity,Rancho San Vicente restoranda öğle yemeği
1661,Activity,Devrim Müzesi ziyareti
1662,Activity,Hemingway’in La Finca evi ziyareti
1663,Activity,Che Guevara’nın evi ziyareti
1664,Activity,"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti"
1665,Activity,1950’lerden kalma Amerikan arabaları ile Havana turu
1666,Activity,Prado Caddesi ziyareti
1667,City,Vinales
1668,City,Cancun
1669,Trip,Japonya 12 - 21 Ekim 2024
1670,DateStart,12 EKİM 2024
1671,DateEnd,21 EKİM 2024
1672,Highlight,Japonya
1673,Highlight,Tokyo
1674,Highlight,Kyoto
1675,Highlight,Osaka
1676,Hotel,Hotel Tokyo Deluxe Double
1677,Hotel,Garrya Nijo Castle Kyoto
1678,Activity,Tokyo şehir turu
1679,Activity,Mori Sanat Müzesi ve Sky Deck ziyareti
1680,Activity,Ashinoko Gölü tekne turu
1681,Activity,Hakone Açık Hava Müzesi ziyareti
1682,Activity,Picasso Pavilion sergisi
1683,Activity,Arashiyama bölgesi ziyareti
1684,Activity,Todai-ji Tapınağı ziyareti
1685,Activity,TeamLab Borderless ziyareti
1686,Activity,Osaka Kalesi ziyareti
1687,Activity,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi
1688,City,Kobe
1689,City,Osaka
1690,Trip,Güney Afrika 14-21 Kasım 2018
1691,DateStart,14 KASIM 2018
1692,DateEnd,21 KASIM 2018
1693,Hotel,Sabi Sabi Game Reserve Lodge
1694,Hotel,Hotel Luxury King Mountain Room
1695,Activity,Sabah ve akşam safarileri (Sabi Sand Game Reserve)
1696,Activity,Soweto gezisi ve Nelson Mandela’nın Evi ziyareti
1697,Activity,Hector Pieterson Müzesi ziyareti
1698,Activity,Nelson Mandela Meydanı gezisi
1699,Activity,Cape Town şehir turu
1700,Activity,Stellenbosch şarap bağları gezisi
1701,City,Soweto
1702,Trip,Hindistan 2024 Maide Cebi
1703,DateStart,16 ŞUBAT 2024
1704,DateEnd,2 MART 2024
1705,Highlight,Ranthambore
1706,Highlight,Jodhpur
1707,Highlight,Mumbai
1708,Activity,Humayun’un Türbesi ziyareti
1709,Activity,Jaipur City Palace gezisi
1710,Activity,Amber Kalesi ziyareti
1711,Activity,Ranthambore Milli Parkı’nda jeep safari
1712,Activity,Bishnoi köyü safari gezisi
1713,Activity,Udaipur City Palace ve göl çevresi gezisi
1714,Activity,Bundi Palace ve Chitra Shala gezisi
1715,Activity,Ranakpur Jain Tapınakları ziyareti
1716,Activity,Jodhpur Mehrangarh Kalesi gezisi
1717,Activity,Elephanta Adası ve Trimurti heykeli ziyareti
1718,Activity,Mumbai şehir turu
1719,City,Ranthambore
1720,City,Jodhpur
1721,City,Mumbai
1722,Trip,Küba Gezisi 2022
1723,DateStart,2 KASIM 2022
1724,DateEnd,9 KASIM 2022
1725,Highlight,Trinidad
1726,Highlight,Santa Clara
1727,Restaurant,La Canchanchara
1728,Activity,"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)"
1729,Activity,Küba sokaklarında klasik Amerikan arabalarıyla gezi
1730,Activity,"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)"
1731,Activity,Trinidad gezisi ve La Canchanchara Bar ziyareti
1732,Activity,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti
1733,Activity,Vinales tütün tarlaları ve çiftlik ziyareti
1734,City,Cienfuegos
1735,City,Trinidad
1736,City,Santa Clara
1737,Trip,Kolombiya - Peru 2024
1738,Highlight,Kolombiya
1739,Highlight,Bogotá
1740,Highlight,Cartagena
1741,Country,Kolombiya
1742,City,Bogotá
1743,Activity,Bogotá şehir turu
1744,Activity,Cartagena eski şehir gezisi
1745,Activity,Lima şehir turu
1746,Activity,Cusco şehir turu
1747,Activity,Machu Picchu gezisi
1748,City,Cartagena
1749,Trip,Frieze London 2023
1750,DateStart,07 EKİM 2023
1751,DateEnd,10 EKİM 2023
1752,Highlight,İngiltere
1753,Highlight,Londra
1754,Highlight,Frieze London
1755,Country,İngiltere
1756,City,Londra
1757,Hotel,The Biltmore Mayfair Hotel
1758,Activity,Frieze Sculpture Park ziyareti
1759,Activity,Hayward Gallery ziyareti
1760,Activity,Frieze London fuarı gezisi
1761,Trip,Gamze Çuhadaroglu PROVENCE 2022
1762,DateStart,02 MAYIS 2022
1763,DateEnd,05 MAYIS 2022
1764,Highlight,Arles
1765,Highlight,Aix-en-Provence
1766,Restaurant,Château La Coste
1767,Activity,Roussillon ve Gordes gezisi
1768,Activity,Arles şehir gezisi
1769,Activity,Arles Luma Müzesi ziyareti
1770,Activity,Mirabeau Caddesi’nde gezinti
1771,Activity,Château La Coste şarap evi ve bahçeleri ziyareti
1772,City,Aix-en-Provence
1773,Trip,MAP Venedik Bienali 2022
1774,DateStart,MAYIS 2022
1775,DateEnd,MAYIS 2022
1776,Hotel,Hotel Bauer Palazzo
1777,Restaurant,La Caravella
1778,Activity,Ai Weiwei sergisi
1779,Activity,Giardini ana sergi turu
1780,Activity,Venedik Bienali ülke pavyonları turu
1781,Activity,Arsenale ana sergi turu
1782,Activity,"Personal Structures, Palazzo Bembo sergisi"
1783,Trip,MAP Barcelona Çağdaş Sanat Gezisi 2023
1784,DateStart,10 EKİM 2023
1785,DateEnd,13 EKİM 2023
1786,Highlight,Çağdaş Sanat
1787,Restaurant,Merendero de la Mar
1788,Activity,Barcelona şehir gezisi
1789,Activity,MACBA - Museu d’Art Contemporani de Barcelona ziyareti
1790,Activity,Picasso Müzesi ziyareti
1791,Activity,Antoni Tàpies Müzesi ziyareti
1792,Activity,La Casa de Salvador Dalí - Port Lligat gezisi
1793,Activity,Caixa Forum gezisi
1794,Activity,Poble Espanyol gezisi
1795,Activity,Joan Miró Vakfı ziyareti
1796,Activity,Fundació Suñol ziyareti
1797,Activity,Dali Müzesi ziyareti
1798,Activity,Xavi Bou Atölye ziyareti
1799,Activity,Jordi Bernadó Atölye ziyareti
1800,Activity,James Turrell enstalasyonu ziyareti
1801,City,Cadaques
1802,Trip,MAP Provence Program 31 Mart - 3 Nisan 2023
1803,DateStart,31 MART 2023
1804,DateEnd,3 NİSAN 2023
1805,Highlight,Avignon
1806,Restaurant,La Luma Drum Cafe
1807,Restaurant,Les Deux Garçons
1808,Activity,Château La Coste sanat ve mimari gezisi
1809,Activity,Fondation Vincent van Gogh Arles ziyareti
1810,Activity,Mucem Müzesi ziyareti
1811,Activity,Atelier de Cezanne ziyareti
1812,Activity,Palais des Papes ziyareti
1813,Activity,Saint-Paul de Mausole ziyareti
1814,Activity,Carrières de Lumières ziyareti
1815,Activity,Les Deux Garçons’da kahve molası
1816,City,Saint-Remy-de-Provence
1817,Trip,Jules Verne - 2 Ladies - Japan - March 2024
1818,DateStart,MART 2024
1819,DateEnd,MART 2024
1820,Highlight,Naoshima
1821,Highlight,Teshima
1822,Activity,Arashiyama Bamboo Grove ziyareti
1823,Activity,Fushimi Inari Tapınağı ziyareti
1824,Activity,Naoshima & Teshima sanat adaları gezisi
1825,Trip,Lofoten Islands - Version 2.0
1826,DateStart,24 TEMMUZ 2024
1827,DateEnd,31 TEMMUZ 2024
1828,Highlight,Norveç
1829,Highlight,Lofoten
1830,Highlight,Henningsvær
1831,Highlight,Svolvær
1832,Highlight,Reine
1833,City,Henningsvær
1834,Restaurant,Restaurant Nyvågar
1835,Activity,Midnight Sun Safari
1836,Activity,Sea Eagle RIB Boat Safari
1837,Activity,Henningsvær gezisi
1838,Activity,Svolvær gezisi
1839,Activity,Rehberli hiking ve çevre gezisi
1840,Activity,Å köyü gezisi
1841,Activity,Kayaking özel turu
1842,City,Svolvær
1843,City,Reine
1844,City,Å
1845,Trip,Güney Afrika 22-30 Ocak
1846,DateStart,22 OCAK 2025
1847,DateEnd,30 OCAK 2025
1848,Activity,Öğleden sonra safari
1849,Activity,Tam gün safari
1850,Activity,Kirstenbosch Ulusal Botanik Bahçesi gezisi
1851,Activity,Stellenbosch şarap bağları turu
1852,Activity,Cape Winelands bölgesi ziyareti
1853,City,Marataba
1854,Trip,Mardin 13-15 Ekim 2023
1855,DateStart,13 EKİM 2023
1856,DateEnd,15 EKİM 2023
1857,Highlight,Mardin
1858,Highlight,Midyat
1859,City,Mardin
1860,Activity,Mardin şehir turu
1861,Activity,Sakıp Sabancı Müzesi ziyareti
1862,Activity,Eski PTT Binası gezisi
1863,Activity,Eski Mardin Evleri ve Abbara tünelleri gezisi
1864,Activity,Zinciriye Medresesi ziyareti
1865,Activity,Kültür Sokağı ve Uçurtma Atölyesi gezisi
1866,Activity,Ulu Camii ziyareti
1867,Activity,Deyrulzafaran Manastırı ziyareti
1868,Activity,Kasımiye Medresesi ziyareti
1869,Activity,Midyat şehir turu
1870,Activity,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti
1871,Activity,Mor Gabriel Manastırı ziyareti
1872,City,Midyat
1873,Trip,Meksika 06-16 Aralık 2023
1874,DateStart,06 ARALIK 2023
1875,DateEnd,16 ARALIK 2023
1876,Highlight,Tulum
1877,Hotel,Hotel Rosas
1878,Activity,Mexico City şehir turu
1879,Activity,Ulusal Saray ve Diego Rivera duvar resimleri ziyareti
1880,Activity,Zócalo ve Metropolitan Katedrali ziyareti
1881,Activity,Xochimilco yüzen bahçeleri gezisi
1882,Activity,Coyoacan köyü ziyareti
1883,Activity,Frida Kahlo Müzesi ziyareti
1884,Activity,Mérida şehir turu
1885,Activity,San Ildefonso Katedrali ziyareti
1886,Activity,Casa Montejo ziyareti
1887,Activity,Yucatan Valilik Sarayı duvar resimleri ziyareti
1888,Activity,Chichen-Itza arkeolojik alanı ziyareti
1889,City,Tulum
1890,Trip,Mendi Family - Kenya 25-29 Aralık
1891,DateStart,25 ARALIK 2023
1892,DateEnd,29 ARALIK 2023
1893,Hotel,Emara Ole Sereni Hotel
1894,Activity,Akşam safari
1895,Activity,Sabah ve akşam safarileri
1896,Activity,Karen Blixen Müzesi ziyareti
1897,Activity,Giraffe Centre ziyareti
1898,Trip,Mevzun Vietnam Kamboçya 2016
1899,DateStart,24 KASIM 2016
1900,DateEnd,2 ARALIK 2016
1901,Highlight,Halong
1902,Highlight,Hoi An
1903,Highlight,Ho Chi Minh City
1904,Hotel,Park Hyatt Saigon
1905,Hotel,Intercontinental Danang
1906,Hotel,Sofitel Legend Metropole Hanoi
1907,Hotel,Paradise Luxury Halong
1908,Activity,Hanoi şehir turu
1909,Activity,Ngoc Son Pagoda ziyareti
1910,Activity,Temple of Literature ziyareti
1911,Activity,Water Puppet gösterisi
1912,Activity,Halong Bay tekne turu
1913,Activity,Hoi An yürüyüş turu
1914,Activity,Ho Chi Minh City şehir turu
1915,Activity,Ben Thanh Market ziyareti
1916,Activity,War Remnants Museum ziyareti
1917,Activity,Cu Chi Tünelleri gezisi
1918,Activity,Siem Reap Angkor Wat ziyareti
1919,Activity,Ta Prohm Tapınağı ziyareti
1920,Activity,Banteay Srei ve Banteay Samre tapınakları ziyareti
1921,Activity,Tonle Sap Gölü yüzen köy ziyareti
1922,City,Halong
1923,City,Hoi An
1924,City,Ho Chi Minh City
1925,Trip,Mevzun Çifçi Hindistan 2024
1926,DateStart,5 MART 2024
1927,DateEnd,15 MART 2024
1928,Activity,Jaipur Amber Kalesi ziyareti
1929,Activity,Jaipur City Palace ziyareti
1930,Activity,Udaipur göl gezisi
1931,Activity,Udaipur City Palace ziyareti
1932,Activity,Jodhpur Mehrangarh Kalesi ziyareti
1933,Trip,Mine Bahadır Japonya - Tayland Programı
1934,DateStart,25 KASIM 2022
1935,DateEnd,9 ARALIK 2022
1936,Activity,Senso-ji Tapınağı ve Nakamise alışveriş caddesi ziyareti
1937,Activity,Akihabara gezisi
1938,Activity,Kyoto şehir turu
1939,Activity,Nishiki Pazarı ziyareti
1940,Activity,Machiya deneyimi
1941,Activity,Ise Shima bölgesi gezisi
1942,Activity,Naiku ve Geku Shinto tapınakları ziyareti
1943,Activity,Chiang Rai fil kampı ziyareti
1944,Activity,Golden Triangle bölgesi gezisi
1945,Activity,Chiang Mai şehir turu
1946,Activity,Phuket sahil tatili
1947,City,Ise Shima
1948,Trip,Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika
1949,DateStart,28 EYLÜL 2023
1950,DateEnd,9 EKİM 2023
1951,Hotel,Four Seasons Hotel The Westcliff
1952,Restaurant,Delaire Graff
1953,Activity,Johannesburg şehir turu
1954,Activity,Zeitz MOCAA ziyareti
1955,Activity,Cape Point gezisi
1956,Activity,Boulders Beach penguen kolonisi ziyareti
1957,Activity,Franschhoek ve Stellenbosch şarap bağları gezisi
1958,Activity,Iziko Müzesi ziyareti
1959,City,Sabi Sabi
1960,Trip,Myanmar 2017 Mevzun Çiftçi
1961,DateStart,15 KASIM 2017
1962,DateEnd,25 KASIM 2017
1963,Highlight,Myanmar
1964,Highlight,Yangon
1965,Highlight,Mandalay
1966,Highlight,Bagan
1967,Highlight,Inle Lake
1968,Country,Myanmar
1969,City,Yangon
1970,Hotel,Belmond Road to Mandalay Cruise
1971,Activity,Shwedagon Pagoda ziyareti
1972,Activity,Yangon şehir turu
1973,Activity,Mandalay gezisi
1974,Activity,Bagan tapınakları gezisi
1975,Activity,Ananda ve Gubyaukgyi tapınakları ziyareti
1976,Activity,Phaung Daw Oo Pagoda ziyareti
1977,Activity,Inle Gölü gezisi
1978,Activity,Lacquer ware atölyesi ziyareti
1979,Activity,Damnoen Saduak yüzen pazar ziyareti (Bangkok)
1980,City,Mandalay
1981,City,Bagan
1982,City,Inle Lake
1983,Trip,SUMMER EUROPE 2025
1984,Price,3564
1985,DateStart,2026-03-20
1986,DateEnd,2026-03-29
1987,Highlight,CITY BREAK
1988,Highlight,HISTORY
1989,Country,FRANCE
1990,City,PARIS
1991,Hotel,HOTEL LUMIERE
1992,Hotel,ROMA SUITES
1993,Restaurant,LE BISTRO
1994,Restaurant,TRATTORIA ROMANA
1995,Activity,EIFFEL TOWER
1996,Activity,COLOSSEUM TOUR
1997,City,ROME
1998,Country,ITALY
1999,Trip,SUMMER EUROPE 2024
2000,Price,2147
2001,DateStart,2024-02-19
2002,DateEnd,2024-02-28
2003,Trip,BALKANS 2025
2004,Price,2672
2005,DateStart,2026-01-18
2006,DateEnd,2026-01-24
2007,Highlight,CULTURE
2008,Country,TURKEY
2009,City,LEG1
2010,Activity,AYASOFYA CAMII
2011,Activity,OLD TOWN WALK
2012,City,LEG2
2013,Country,BULGARIA
2014,Country,NORTH MACEDONIA
2015,Trip,ROME ANCIENT 2024
2016,Price,4946
2017,DateStart,2026-07-27
2018,DateEnd,2026-07-31
2019,Hotel,FORUM INN
2020,Restaurant,TRASTEVERE TRATTORIA
2021,Activity,COLOSSEUM
2022,Activity,ROMAN FORUM
2023,Activity,PALATINE HILL
2024,Price,3803
2025,DateStart,2025-10-05
2026,DateEnd,2025-10-08
2027,Trip,CAPPADOCIA DREAM 2023
2028,Price,4000
2029,DateStart,2026-08-26
2030,DateEnd,2026-09-05
2031,Highlight,NATURE
2032,City,GOREME
2033,Hotel,GOREME CAVE HOTEL
2034,Hotel,SULTANAHMET INN
2035,Restaurant,MEZE HOUSE
2036,Restaurant,KONYALI RESTAURANT
2037,Activity,BALLOON RIDE
2038,Activity,GOREME OPEN AIR MUSEUM
2039,Activity,TOPKAPI PALACE
2040,City,ISTANBUL
2041,Trip,BALKANS LOOP 2025
2042,Price,2140
2043,DateStart,2025-09-01
2044,DateEnd,2025-09-10
2045,Trip,LONDON HIGHLIGHTS 2024
2046,Price,990
2047,DateStart,2024-09-05
2048,DateEnd,2024-09-09
2049,Highlight,MUSEUMS
2050,Country,UNITED KINGDOM
2051,City,LONDON
2052,Hotel,SOUTHBANK HOTEL
2053,Restaurant,DISHOOM
2054,Activity,BRITISH MUSEUM
2055,Activity,TOWER OF LONDON
2056,Activity,LONDON EYE
2057,Trip,NEW YORK CLASSICS 2024
2058,Price,1250
2059,DateStart,2024-10-12
2060,DateEnd,2024-10-16
2061,Country,UNITED STATES
2062,City,NEW YORK
2063,Hotel,MIDTOWN INN
2064,Restaurant,SHAKE SHACK
2065,Activity,STATUE OF LIBERTY
2066,Activity,TIMES SQUARE
2067,Activity,CENTRAL PARK
2068,Trip,TOKYO ESSENTIALS 2025
2069,Price,1400
2070,DateStart,2025-04-03
2071,DateEnd,2025-04-08
2072,Country,JAPAN
2073,City,TOKYO
2074,Hotel,SHIBUYA HOTEL
2075,Restaurant,SUSHI BAR
2076,Activity,SENSOJI TEMPLE
2077,Activity,SHIBUYA CROSSING
2078,Activity,MEIJI SHRINE
2079,Trip,KYOTO TEMPLES 2025
2080,Price,1100
2081,DateStart,2025-04-08
2082,DateEnd,2025-04-12
2083,Highlight,TEMPLES
2084,City,KYOTO
2085,Hotel,GION RYOKAN
2086,Restaurant,UDON HOUSE
2087,Activity,FUSHIMI INARI SHRINE
2088,Activity,KINKAKUJI TEMPLE
2089,Activity,KIYOMIZU DERA
2090,Trip,BARCELONA ARCHITECTURE 2024
2091,Price,870
2092,DateStart,2024-05-27
2093,DateEnd,2024-05-31
2094,Highlight,ARCHITECTURE
2095,Country,SPAIN
2096,City,BARCELONA
2097,Hotel,EIXAMPLE HOTEL
2098,Restaurant,TAPAS BAR
2099,Activity,SAGRADA FAMILIA
2100,Activity,PARK GUELL
2101,Activity,CASA BATLLO
2102,Trip,GAUDI WEEKEND 2025
2103,Price,720
2104,DateStart,2025-06-20
2105,DateEnd,2025-06-23
2106,Trip,ISTANBUL CLASSICS 2024
2107,Price,900
2108,DateStart,2024-05-10
2109,DateEnd,2024-05-14
2110,Activity,BLUE MOSQUE
2111,Price,3500
2112,DateStart,2025-07-01
2113,DateEnd,2025-07-10
2114,Price,1150
2115,DateStart,2023-04-18
2116,DateEnd,2023-04-22
2117,Activity,SUNRISE VIEWPOINT
2118,City,URGUP
2119,Trip,ROME ANTIQUITY 2024
2120,Price,820
2121,DateStart,2024-05-20
2122,DateEnd,2024-05-24
2123,Trip,ISTANBUL & CAPPADOCIA 2023
2124,Price,1200
2125,DateStart,2023-04-20
2126,DateEnd,2023-04-27
2127,Price,980
2128,DateEnd,2025-09-12
2129,Trip,ISTANBUL HERITAGE WEEKEND 2025
2130,Price,650
2131,DateStart,2025-03-14
2132,DateEnd,2025-03-17
2133,Activity,GRAND BAZAAR
2134,Trip,NEW YORK CITY 2024
2135,Price,1500
2136,DateStart,2024-10-14
2137,DateEnd,2024-10-18
2138,Hotel,MIDTOWN HOTEL
2139,Trip,LONDON ARCHITECTURE TOUR 2024
2140,Price,950
2141,DateStart,2024-11-10
2142,DateEnd,2024-11-14
2143,Hotel,RIVERBANK HOTEL
2144,Restaurant,TRAFALGAR RESTAURANT
2145,Activity,BIG BEN
2146,Trip,BALKAN CULTURE TOUR 2025
2147,Price,2000
2148,DateStart,2025-09-15
2149,DateEnd,2025-09-25
2150,Activity,BALKAN CULTURAL SITES
2151,Activity,SOFIA OLD TOWN
2152,Trip,SUMMER GREECE 2025
2153,Price,2800
2154,DateStart,2025-06-10
2155,DateEnd,2025-06-17
2156,Country,GREECE
2157,City,ATHENS
2158,Hotel,ATHENS PLAZA HOTEL
2159,Hotel,THESSALONIKI INN
2160,Restaurant,TAVERNAS
2161,Activity,ACROPOLIS TOUR
2162,Activity,THESSALONIKI OLD TOWN
2163,City,THESSALONIKI
2164,Trip,ITALY CLASSICS 2024
2165,Price,1800
2166,DateStart,2024-05-15
2167,DateEnd,2024-05-20
2168,Hotel,VENICE SUITES
2169,Activity,ST. MARK'S SQUARE
2170,City,VENICE
2171,Trip,PARIS MUSEUM TOUR 2024
2172,DateStart,2024-02-15
2173,DateEnd,2024-02-20
2174,Highlight,ART
2175,Hotel,MARAIS HOTEL
2176,Restaurant,LEON DE BRUXELLES
2177,Activity,LOUVRE MUSEUM
2178,Activity,MUSÉE D'ORSAY
2179,Price,800
2180,DateStart,2024-06-01
2181,DateEnd,2024-06-05
2182,Trip,TURKEY TOUR 2024
2183,DateStart,2024-07-01
2184,DateEnd,2024-07-05
2185,City,CAPPADOCIA
2186,Trip,EUROPE CLASSICS 2025
2187,Price,4500
2188,DateStart,2025-05-01
2189,DateEnd,2025-05-10
2190,Price,3236
2191,DateStart,2026-05-01
2192,DateEnd,2026-05-10
2193,Price,847
2194,DateStart,2026-05-29
2195,DateEnd,2026-06-05
2196,Price,4894
2197,DateStart,2026-03-24
2198,DateEnd,2026-04-02
2199,Price,2862
2200,DateStart,2026-08-07
2201,DateEnd,2026-08-15
2202,Price,2231
2203,DateStart,2026-07-29
2204,DateEnd,2026-08-04
2205,Trip,PARIS CITY BREAK 2024
2206,DateStart,2024-06-07
2207,DateEnd,2024-06-11
2208,Activity,MONTMARTRE WALK
