start,type,end
Sevilla,HAS_ACTIVITY,Altın Kule (Torre del Oro)
UNKNOWN,HAS_ACTIVITY,Maria Luisa Parkı
UNKNOWN,HAS_ACTIVITY,El Alamillo Köprüsü
Ronda,HAS_ACTIVITY,Puente Nuevo - Ronda
UNKNOWN,HAS_ACTIVITY,El Tajo Kanyonu
UNKNOWN,HAS_ACTIVITY,Casa del Rey Moro
Ronda,HAS_ACTIVITY,Ronda Tarihi Sokakları
Ronda,HAS_ACTIVITY,Plaza de Toros - Ronda
Avustralya Gezisi,HAS_COUNTRY,Avustralya
Avustralya Gezisi,HAS_CITY,Melbourne
Avustralya Gezisi,HAS_CITY,Ballarat
Avustralya Gezisi,HAS_CITY,Hobart
Avustralya Gezisi,HAS_CITY,Adelaide
Avustralya Gezisi,HAS_CITY,Hahndorf
Avustralya Gezisi,HAS_CITY,Barossa Valley
Avustralya Gezisi,HAS_CITY,Brisbane
Avustralya Gezisi,HAS_CITY,Surfers Paradise
Avustralya Gezisi,HAS_CITY,Sydney
Avustralya Gezisi,HAS_CITY,Canberra
Melbourne,HAS_ACTIVITY,Royal Exhibition Binası - Melbourne
Melbourne,HAS_ACTIVITY,Sanat Galerisi - Melbourne
Melbourne,HAS_ACTIVITY,Parlamento ve Hazine Binası - Melbourne
UNKNOWN,HAS_ACTIVITY,Fitzroy Gardens & Captain Cook’un Evi
Melbourne,HAS_ACTIVITY,Melbourne Müzesi
Hobart,HAS_ACTIVITY,Franklin Meydanı - Hobart
UNKNOWN,HAS_ACTIVITY,Sullivan’s Cove
Hobart,HAS_ACTIVITY,Anayasa Limanı - Hobart
UNKNOWN,HAS_ACTIVITY,Mount Wellington
Hahndorf,HAS_ACTIVITY,Alman Kasabası Hahndorf
Barossa Valley,HAS_ACTIVITY,Barossa Valley Şarap Bağları
Brisbane,HAS_ACTIVITY,Brisbane Şehir Turu
UNKNOWN,HAS_ACTIVITY,Ateş Böceği Mağarası
Surfers Paradise,HAS_ACTIVITY,Surfers Paradise - Gold Coast
Sydney,HAS_ACTIVITY,Hyde Park Barracks - Sydney
Gallipoli,HAS_ACTIVITY,Anzac-Atatürk Anıtı
Sydney,HAS_ACTIVITY,Sydney Harbour Bridge
UNKNOWN,HAS_ACTIVITY,Darling Harbour
Sydney,HAS_ACTIVITY,Ulusal Müze - Sydney
Sydney,HAS_ACTIVITY,Sydney Opera House
Canberra,HAS_ACTIVITY,Canberra Şehir Turu
Hobart,HAS_HOTEL,"The Tasman, a Luxury Collection Hotel, Hobart"
Adelaide,HAS_RESTAURANT,Nehir Kenarı Restoran - Adelaide
Adelaide,HAS_RESTAURANT,Yerel Lüks Restoran - Adelaide
Barselona Gezisi,HAS_COUNTRY,İspanya
Barselona Gezisi,HAS_CITY,Barselona
Barselona Gezisi,HAS_CITY,Girona
UNKNOWN,HAS_ACTIVITY,La Rambla
UNKNOWN,HAS_ACTIVITY,Sagrada Familia
UNKNOWN,HAS_ACTIVITY,Ciutadella Park
UNKNOWN,HAS_ACTIVITY,Plaza España
Girona,HAS_ACTIVITY,Girona Gotik Katedrali
Barselona,HAS_HOTEL,Almanac Barcelona
Barselona,HAS_RESTAURANT,Maná 75
Barselona,HAS_RESTAURANT,El Tribut
Barselona,HAS_RESTAURANT,BarcelonaMilona
Barselona,HAS_RESTAURANT,Restaurant Normal
Puglia Gezisi,HAS_COUNTRY,İtalya
Puglia Gezisi,HAS_CITY,Lecce
Puglia Gezisi,HAS_CITY,Alberobello
Puglia Gezisi,HAS_CITY,Locorotondo
Puglia Gezisi,HAS_CITY,Monopoli
Puglia Gezisi,HAS_CITY,Polignano a Mare
Puglia Gezisi,HAS_CITY,Matera
Puglia Gezisi,HAS_CITY,Napoli
Puglia Gezisi,HAS_CITY,Pompei
Lecce,HAS_ACTIVITY,Santa Croce Bazilikası - Lecce
Lecce,HAS_ACTIVITY,San Giuseppe Kilisesi - Lecce
Lecce,HAS_ACTIVITY,Palazzo dei Celestini - Lecce
Lecce,HAS_ACTIVITY,Sant’Oronzo Meydanı - Lecce
Lecce,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Lecce
Alberobello,HAS_ACTIVITY,Trulli Evleri - Alberobello
Locorotondo,HAS_ACTIVITY,Locorotondo Şehir Gezisi
Monopoli,HAS_ACTIVITY,Monopoli Tarihi Merkezi
Polignano a Mare,HAS_ACTIVITY,Polignano a Mare
Polignano a Mare,HAS_ACTIVITY,Domenico Modugno Heykeli - Polignano a Mare
Matera,HAS_ACTIVITY,Matera Kaya Evleri
Matera,HAS_ACTIVITY,Matera Kiliseleri ve Mağaraları
Napoli,HAS_ACTIVITY,Napoli Tarihi Merkezi
UNKNOWN,HAS_ACTIVITY,Vezüv Yanardağı
Pompei,HAS_ACTIVITY,Pompei Antik Kenti
Lecce,HAS_RESTAURANT,Ristorante Blunotte
Lecce,HAS_RESTAURANT,Ristorante La Cantina
Lecce,HAS_RESTAURANT,Pizzeria Casa Pinto
Alegra Benardete ile Sicilya’da Nefes,HAS_COUNTRY,İtalya
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Siracusa
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Ortigia
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Noto
Alegra Benardete ile Sicilya’da Nefes,HAS_CITY,Taormina
Ortigia,HAS_ACTIVITY,Ortigia Roma Amfi Tiyatrosu
Ortigia,HAS_ACTIVITY,Duomo Meydanı - Ortigia
UNKNOWN,HAS_ACTIVITY,Syracuse Katedrali
UNKNOWN,HAS_ACTIVITY,Fonte Arethusa
UNKNOWN,HAS_ACTIVITY,Maniace Kalesi
UNKNOWN,HAS_ACTIVITY,Arşimed Meydanı
Noto,HAS_ACTIVITY,Corso Vittorio Emanuele - Noto
Noto,HAS_ACTIVITY,Chiesa di San Francesco - Noto
Noto,HAS_ACTIVITY,Duomo - Noto
Noto,HAS_ACTIVITY,Palazzo Ducezio - Noto
Noto,HAS_ACTIVITY,Palazzo Nicolaci - Noto
Noto,HAS_ACTIVITY,Chiesa di San Carlo - Noto
Noto,HAS_ACTIVITY,MAT Museum - Noto
Siracusa,HAS_ACTIVITY,Siracusa Arkeoloji Parkı
Siracusa,HAS_ACTIVITY,Latomie - Siracusa
Siracusa,HAS_ACTIVITY,Yunan Tiyatrosu - Siracusa
Siracusa,HAS_ACTIVITY,Roma Amfi Tiyatrosu - Siracusa
Taormina,HAS_ACTIVITY,Taormina Gezisi
Siracusa,HAS_HOTEL,Casa Di Melo Otel
Arjantin Gezisi,HAS_COUNTRY,Arjantin
Arjantin Gezisi,HAS_CITY,Buenos Aires
Arjantin Gezisi,HAS_CITY,Ushuaia
Arjantin Gezisi,HAS_CITY,Puerto Madryn
Buenos Aires,HAS_ACTIVITY,Tango Gösterisi - Buenos Aires
Ushuaia,HAS_ACTIVITY,Tierra del Fuego Milli Parkı - Ushuaia
Ushuaia,HAS_ACTIVITY,Beagle Kanalı - Ushuaia
Puerto Madryn,HAS_ACTIVITY,Peninsula Valdes - Puerto Madryn
Buenos Aires,HAS_RESTAURANT,Tango House
Bangkok & Hong Kong Gezisi,HAS_COUNTRY,Tayland
Bangkok & Hong Kong Gezisi,HAS_COUNTRY,Çin
Bangkok & Hong Kong Gezisi,HAS_CITY,Bangkok
Bangkok & Hong Kong Gezisi,HAS_CITY,Macau
Bangkok & Hong Kong Gezisi,HAS_CITY,Hong Kong
Bangkok,HAS_ACTIVITY,Grand Palace & Wat Phra Kaew - Bangkok
Bangkok,HAS_ACTIVITY,Wat Pho Tapınağı - Bangkok
Bangkok,HAS_ACTIVITY,Wat Arun Tapınakları - Bangkok
Bangkok,HAS_ACTIVITY,Royal Barge Ulusal Müzesi - Bangkok
Bangkok,HAS_ACTIVITY,Wang Lang Market - Bangkok
Bangkok,HAS_ACTIVITY,Pak Khlong Talat Çiçek Pazarı - Bangkok
Bangkok,HAS_ACTIVITY,Çiçek Kültürü Müzesi - Bangkok
Bangkok,HAS_ACTIVITY,Wat Suthat Tapınağı - Bangkok
Macau,HAS_ACTIVITY,Aziz Paulo Katedrali Harabesi - Macau
Macau,HAS_ACTIVITY,Macau Müzesi
Macau,HAS_ACTIVITY,Macau Kulesi
UNKNOWN,HAS_ACTIVITY,Monte Hisarı
Macau,HAS_ACTIVITY,A-Ma Tapınağı
UNKNOWN,HAS_ACTIVITY,Senado Meydanı
UNKNOWN,HAS_ACTIVITY,Sun Yat Sen’in Müze Evi
Macau,HAS_ACTIVITY,Macau Şarap Müzesi
Macau,HAS_ACTIVITY,Macau Casinoları
Hong Kong,HAS_ACTIVITY,Wong Tai Sin Tapınağı - Hong Kong
Hong Kong,HAS_ACTIVITY,Lam Tsuen Dilek Ağacı - Hong Kong
Hong Kong,HAS_ACTIVITY,Tai Po Old Market - Hong Kong
Hong Kong,HAS_ACTIVITY,Hong Kong Miras Müzesi
UNKNOWN,HAS_ACTIVITY,Lantau Adası Turu
UNKNOWN,HAS_ACTIVITY,Kowloon Turu
Bangkok,HAS_HOTEL,Lebua at State Tower Hotel
Bangkok,HAS_RESTAURANT,Err Restaurant
Bangkok,HAS_RESTAURANT,Sala Rattanakosin Restaurant
Bangkok,HAS_RESTAURANT,Eat Me Restaurant
Bhutan & Nepal Gezisi,HAS_COUNTRY,Nepal
Bhutan & Nepal Gezisi,HAS_COUNTRY,Bhutan
Bhutan & Nepal Gezisi,HAS_CITY,Katmandu
Bhutan & Nepal Gezisi,HAS_CITY,Paro
Bhutan & Nepal Gezisi,HAS_CITY,Punakha
Bhutan & Nepal Gezisi,HAS_CITY,Thimphu
Bhutan & Nepal Gezisi,HAS_CITY,Bhaktapur
Katmandu,HAS_ACTIVITY,Pashupatinath Tapınağı - Katmandu
Katmandu,HAS_ACTIVITY,Bhaktapur - Katmandu
Paro,HAS_ACTIVITY,Taktsang (Tiger’s Nest) Manastırı - Paro
Punakha,HAS_ACTIVITY,Punakha Dzong - Punakha
Thimphu,HAS_ACTIVITY,Thimphu Şehir Turu
Bilbao & San Sebastián Gezisi,HAS_COUNTRY,İspanya
Bilbao & San Sebastián Gezisi,HAS_COUNTRY,Fransa
Bilbao & San Sebastián Gezisi,HAS_CITY,Bilbao
Bilbao & San Sebastián Gezisi,HAS_CITY,San Sebastián
Bilbao & San Sebastián Gezisi,HAS_CITY,Hondarribia
Bilbao & San Sebastián Gezisi,HAS_CITY,Saint-Jean-de-Luz
Bilbao & San Sebastián Gezisi,HAS_CITY,Biarritz
Bilbao,HAS_ACTIVITY,Guggenheim Müzesi - Bilbao
San Sebastián,HAS_ACTIVITY,San Sebastián Şehir Gezisi
UNKNOWN,HAS_ACTIVITY,La Concha Plajı
UNKNOWN,HAS_ACTIVITY,Zurriola Plajı
San Sebastián,HAS_ACTIVITY,San Telmo Müzesi - San Sebastián
San Sebastián,HAS_ACTIVITY,Monte Urgull - San Sebastián
San Sebastián,HAS_ACTIVITY,Monte Igueldo - San Sebastián
San Sebastián,HAS_ACTIVITY,Victoria Eugenia Tiyatrosu - San Sebastián
San Sebastián,HAS_ACTIVITY,Miramar Sarayı - San Sebastián
Hondarribia,HAS_ACTIVITY,Hondarribia Eski Şehir ve Surlar
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Gambetta - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Place Louis XIV - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz
Biarritz,HAS_ACTIVITY,Biarritz Grande Plage
Biarritz,HAS_ACTIVITY,Casino Municipal - Biarritz
Biarritz,HAS_ACTIVITY,Chapelle Impériale - Biarritz
Biarritz,HAS_ACTIVITY,Musée Asiatica - Biarritz
Biarritz,HAS_HOTEL,Hotel Du Palais Biarritz
Biarritz,HAS_RESTAURANT,Hotel Du Palais Biarritz - Le Sunset
Brezilya & Arjantin Gezisi,HAS_COUNTRY,Brezilya
Brezilya & Arjantin Gezisi,HAS_COUNTRY,Arjantin
Brezilya & Arjantin Gezisi,HAS_CITY,Rio de Janeiro
Brezilya & Arjantin Gezisi,HAS_CITY,Foz do Iguaçu
Brezilya & Arjantin Gezisi,HAS_CITY,Buenos Aires
UNKNOWN,HAS_ACTIVITY,Cristo Redentor Heykeli - Corcovado
UNKNOWN,HAS_ACTIVITY,Santa Teresa Semti - Rio
UNKNOWN,HAS_ACTIVITY,Museu da Chácara do Céu
UNKNOWN,HAS_ACTIVITY,Harabeler Parkı - Rio
UNKNOWN,HAS_ACTIVITY,Sugar Loaf Dağı
UNKNOWN,HAS_ACTIVITY,Tijuca Ormanı ve Vista Chinesa
UNKNOWN,HAS_ACTIVITY,Pepe Plajı
UNKNOWN,HAS_ACTIVITY,Sao Conrado Plajı
UNKNOWN,HAS_ACTIVITY,Leblon Plajı
UNKNOWN,HAS_ACTIVITY,Iguazú Şelaleleri Milli Parkı
Buenos Aires,HAS_ACTIVITY,Plaza de Mayo - Buenos Aires
UNKNOWN,HAS_ACTIVITY,San Telmo Semti
UNKNOWN,HAS_ACTIVITY,La Boca Semti
UNKNOWN,HAS_ACTIVITY,Palermo
UNKNOWN,HAS_ACTIVITY,Tigre Delta Tekne Gezisi
Rio de Janeiro,HAS_HOTEL,Park Hyatt - Palacio Duhau Hotel
Rio de Janeiro,HAS_RESTAURANT,Rio Restaurant Önerileri
Buenos Aires,HAS_RESTAURANT,Buenos Aires Restaurant Önerileri
Burgonya Gezisi,HAS_COUNTRY,Fransa
Burgonya Gezisi,HAS_CITY,Beaune
Burgonya Gezisi,HAS_CITY,Dijon
Burgonya Gezisi,HAS_CITY,Nuits-Saint-Georges
Burgonya Gezisi,HAS_CITY,Vézelay
Burgonya Gezisi,HAS_CITY,Cluny
Burgonya Gezisi,HAS_CITY,Fleurie
Beaune,HAS_ACTIVITY,Hospices de Beaune (Hôtel-Dieu)
UNKNOWN,HAS_ACTIVITY,Saint-Martin de l’Aigue Kilisesi
UNKNOWN,HAS_ACTIVITY,Saint-Baudèle Kilisesi
UNKNOWN,HAS_ACTIVITY,Saint-Flocel Kilisesi
Beaune,HAS_ACTIVITY,Notre-Dame Kilisesi - Beaune
UNKNOWN,HAS_ACTIVITY,Sainte-Madeleine Kilisesi
UNKNOWN,HAS_ACTIVITY,Musée du Vin de Bourgogne
Beaune,HAS_ACTIVITY,Musée des Beaux-Arts - Beaune
Dijon,HAS_ACTIVITY,Palais des ducs de Bourgogne - Dijon
Dijon,HAS_ACTIVITY,Musée des Beaux-Arts - Dijon
Dijon,HAS_ACTIVITY,Saint-Michel Kilisesi - Dijon
Dijon,HAS_ACTIVITY,Saint-Philibert Kilisesi - Dijon
Dijon,HAS_ACTIVITY,Notre-Dame Kilisesi - Dijon
Dijon,HAS_ACTIVITY,Saint-Bénigne Katedrali - Dijon
Dijon,HAS_ACTIVITY,Rue de la Liberté - Dijon
Nuits-Saint-Georges,HAS_ACTIVITY,Beffroi Meydanı - Nuits-Saint-Georges
Nuits-Saint-Georges,HAS_ACTIVITY,Église Saint-Symphorien - Nuits-Saint-Georges
UNKNOWN,HAS_ACTIVITY,Domaine Rion Armelle et Bernard - Şarap Tadımı
Vézelay,HAS_ACTIVITY,Abbaye Sainte-Marie-Madeleine - Vézelay
Vézelay,HAS_ACTIVITY,Colline Éternelle - Vézelay Şarap Tadımı
Cluny,HAS_ACTIVITY,Benedictine Manastırı - Cluny
Cluny,HAS_ACTIVITY,Musée d’Art et d’Archéologie - Cluny
Cluny,HAS_ACTIVITY,Tour de Fromages - Cluny
Cluny,HAS_ACTIVITY,Hôtel-Dieu - Cluny
Fleurie,HAS_ACTIVITY,Beaujolais Şarap Bağları - Fleurie
Fleurie,HAS_RESTAURANT,Auberge de la Madone - Fleurie
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_COUNTRY,İspanya
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_COUNTRY,Fransa
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,San Sebastián
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Getaria
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Saint-Jean-de-Luz
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Biarritz
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),HAS_CITY,Bilbao
San Sebastián,HAS_ACTIVITY,Parte Vieja - San Sebastián
San Sebastián,HAS_ACTIVITY,Kursaal Oditoryumu - San Sebastián
San Sebastián,HAS_ACTIVITY,Igueldo Tepesi - San Sebastián
San Sebastián,HAS_ACTIVITY,La Bretxa Food Market - San Sebastián
San Sebastián,HAS_ACTIVITY,La Concha Plajı - San Sebastián
Getaria,HAS_ACTIVITY,Getaria Balıkçı Köyü
Getaria,HAS_ACTIVITY,Gaztetape Plajı - Getaria
Getaria,HAS_ACTIVITY,Malkorbe Plajı - Getaria
Getaria,HAS_ACTIVITY,Cristóbal Balenciaga Museoa - Getaria
Saint-Jean-de-Luz,HAS_ACTIVITY,Saint-Jean-de-Luz Plajları
Saint-Jean-de-Luz,HAS_ACTIVITY,Rue Mazarin - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Quai de l’Infante - Saint-Jean-de-Luz
Saint-Jean-de-Luz,HAS_ACTIVITY,Sanat Galerileri - Saint-Jean-de-Luz
Biarritz,HAS_ACTIVITY,Biarritz Şehir Turu
Bilbao,HAS_ACTIVITY,Bilbao Şehir Turu
San Sebastián,HAS_HOTEL,Hotel de Londres y de Inglaterra
San Sebastián,HAS_HOTEL,Hotel Villa Favorita
San Sebastián,HAS_HOTEL,Hotel Zenit Convento San Martín
Getaria,HAS_RESTAURANT,Elkano Restoran - Getaria
Bilbao,HAS_RESTAURANT,Guggenheim Müzesi Restoranı - Bilbao
Cape Town Gezisi,HAS_COUNTRY,Güney Afrika
Cape Town Gezisi,HAS_CITY,Cape Town
Cape Town,HAS_ACTIVITY,Masa Dağı (Table Mountain)
Cape Town,HAS_ACTIVITY,V&A Waterfront
Cape Town,HAS_ACTIVITY,Ümit Burnu Kalesi
Cape Town,HAS_ACTIVITY,Cape Town Belediye Binası
Cape Town,HAS_ACTIVITY,Bo-Kaap Mahallesi
Cape Town,HAS_ACTIVITY,Cape Point
Cape Town,HAS_ACTIVITY,Chapman’s Peak Drive
Cape Town,HAS_ACTIVITY,Hout Bay & Seal Island
Cape Town,HAS_ACTIVITY,Boulders Beach - Penguenler
Cape Town,HAS_ACTIVITY,Camps Bay Plajı
Cape Town,HAS_ACTIVITY,Stellenbosch Vadisi Şarap Bağları
Cape Town,HAS_ACTIVITY,Franschhoek
Cape Town,HAS_ACTIVITY,Iziko Güney Afrika Müzesi ve Planetaryum
Cape Town,HAS_HOTEL,One&Only Cape Town
Cape Town,HAS_RESTAURANT,Nobu - One&Only Cape Town
Cape Town,HAS_RESTAURANT,Aubergine Restaurant
Cape Town,HAS_RESTAURANT,Buitenverwachting Restaurant
Cape Town,HAS_RESTAURANT,Harbour House Restaurant - Kalk Bay
Cape Town,HAS_RESTAURANT,Delaire Graff Indochine Restaurant
Lapland Rovaniemi Gezisi,HAS_COUNTRY,Finlandiya
Lapland Rovaniemi Gezisi,HAS_CITY,Rovaniemi
Rovaniemi,HAS_ACTIVITY,Husky Safari
Rovaniemi,HAS_ACTIVITY,Snowmobile Safari
Rovaniemi,HAS_ACTIVITY,Reindeer Safari
Rovaniemi,HAS_ACTIVITY,Aurora Borealis Macerası
Rovaniemi,HAS_ACTIVITY,Santa Claus Village Gezisi
Rovaniemi,HAS_ACTIVITY,Kar Bisikleti Turu
Rovaniemi,HAS_ACTIVITY,Kar Ayakkabısı Yürüyüşü
Rovaniemi,HAS_ACTIVITY,Kicksled Deneyimi
Rovaniemi,HAS_ACTIVITY,Kızaklı Sandalye
Rovaniemi,HAS_ACTIVITY,Cam Igloo Deneyimi
Rovaniemi,HAS_HOTEL,Arctic TreeHouse Hotel
Rovaniemi,HAS_HOTEL,Santa’s Igloos Arctic Circle
Rovaniemi,HAS_RESTAURANT,Rakas Restaurant & Bar
Rovaniemi,HAS_RESTAURANT,MonteRosa Restaurant
Rovaniemi,HAS_RESTAURANT,Gustav Kitchen & Bar
Rovaniemi,HAS_RESTAURANT,Glass Restaurant - Santa Claus Village
Rovaniemi,HAS_RESTAURANT,Arctic Restaurant
Rovaniemi,HAS_RESTAURANT,Ice Restaurant
Rovaniemi,HAS_RESTAURANT,Kota Restaurant
Kenya & Rwanda Safari Gezisi,HAS_COUNTRY,Kenya
Kenya & Rwanda Safari Gezisi,HAS_COUNTRY,Ruanda
Kenya & Rwanda Safari Gezisi,HAS_CITY,Nairobi
Kenya & Rwanda Safari Gezisi,HAS_CITY,Masai Mara
Kenya & Rwanda Safari Gezisi,HAS_CITY,Kigali
Kenya & Rwanda Safari Gezisi,HAS_CITY,Volcanoes National Park
Masai Mara,HAS_ACTIVITY,Masai Mara Safari
Masai Mara,HAS_ACTIVITY,Game Drives - Masai Mara
Volcanoes National Park,HAS_ACTIVITY,Volcanoes National Park Gorilla Trekking
Kigali,HAS_ACTIVITY,Kigali Şehir Turu
Nairobi,HAS_HOTEL,Four Points by Sheraton JKIA
Nairobi,HAS_HOTEL,Sanctuary Olonana
Nairobi,HAS_HOTEL,Bisate Lodge
Lizbon Seyahat Programı - SAHA,HAS_COUNTRY,Portekiz
Lizbon Seyahat Programı - SAHA,HAS_CITY,Lizbon
Lizbon,HAS_ACTIVITY,09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759)
Lizbon,HAS_ACTIVITY,"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman"
Lizbon,HAS_HOTEL,"Bairro Alto Hotel, Praça Luís de Camões, 2 1200"
Sicilya & Malta Gezisi,HAS_COUNTRY,İtalya
Sicilya & Malta Gezisi,HAS_COUNTRY,Malta
Sicilya & Malta Gezisi,HAS_CITY,Katanya
Sicilya & Malta Gezisi,HAS_CITY,Taormina
Sicilya & Malta Gezisi,HAS_CITY,Savoca
Sicilya & Malta Gezisi,HAS_CITY,Etna
Sicilya & Malta Gezisi,HAS_CITY,Siracusa
Sicilya & Malta Gezisi,HAS_CITY,Noto
Sicilya & Malta Gezisi,HAS_CITY,Modica
Sicilya & Malta Gezisi,HAS_CITY,Ragusa
Sicilya & Malta Gezisi,HAS_CITY,Valletta
Sicilya & Malta Gezisi,HAS_CITY,Senglea
Sicilya & Malta Gezisi,HAS_CITY,Vittoriosa
Sicilya & Malta Gezisi,HAS_CITY,Cospicua
Sicilya & Malta Gezisi,HAS_CITY,Mdina
Katanya,HAS_ACTIVITY,İstanbul – Katanya uçuşu TK 1395
Taormina,HAS_ACTIVITY,Taormina şehir turu
Savoca,HAS_ACTIVITY,Savoca köyü gezisi
Etna,HAS_ACTIVITY,Etna Yanardağı gezisi
Siracusa,HAS_ACTIVITY,Siracusa ve Noto ziyaretleri
Modica,HAS_ACTIVITY,Modica ve Ragusa turları
Valletta,HAS_ACTIVITY,Valletta şehir turu
Senglea,HAS_ACTIVITY,"Senglea, Vittoriosa ve Cospicua üçlü gezisi"
Mdina,HAS_ACTIVITY,Mdina şehir turu
Katanya,HAS_HOTEL,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace
Taormina,HAS_RESTAURANT,Osteria Rosso Divino (Taormina)
Siracusa,HAS_RESTAURANT,Regina Lucia Ristorante (Siracusa)
Vietnam & Kamboçya Gezisi,HAS_COUNTRY,Vietnam
Vietnam & Kamboçya Gezisi,HAS_COUNTRY,Kamboçya
Vietnam & Kamboçya Gezisi,HAS_COUNTRY,Tayland
Vietnam & Kamboçya Gezisi,HAS_CITY,Hanoi
Vietnam & Kamboçya Gezisi,HAS_CITY,Ha Long
Vietnam & Kamboçya Gezisi,HAS_CITY,Ho Chi Minh (Saygon)
Vietnam & Kamboçya Gezisi,HAS_CITY,Mekong Deltası
Vietnam & Kamboçya Gezisi,HAS_CITY,Siem Reap
Vietnam & Kamboçya Gezisi,HAS_CITY,Phnom Penh
Vietnam & Kamboçya Gezisi,HAS_CITY,Bangkok
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
Hanoi,HAS_ACTIVITY,Hanoi’de pedallı taksi (rikşov) gezisi
Ha Long,HAS_ACTIVITY,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması
Ha Long,HAS_ACTIVITY,"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı"
UNKNOWN,HAS_ACTIVITY,"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
Mekong Deltası,HAS_ACTIVITY,"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti"
Siem Reap,HAS_ACTIVITY,"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası"
Phnom Penh,HAS_ACTIVITY,"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı"
Hanoi,HAS_HOTEL,Sofitel Legend Metropole (Hanoi)
Ha Long,HAS_HOTEL,Violet Cruise (Ha Long Körfezi)
Hanoi,HAS_HOTEL,"Otel (Ho Chi Minh, ismi belirtilmemiş)"
Siem Reap,HAS_HOTEL,"Otel (Siem Reap, ismi belirtilmemiş)"
Hanoi,HAS_RESTAURANT,"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)"
Ha Long,HAS_RESTAURANT,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı
Mekong Deltası,HAS_RESTAURANT,Mekong Deltası – nehir kenarında restoran
Hanoi,HAS_RESTAURANT,Yerel aile evi – çay ve taze meyve ikramı
Kenya Safari Gezisi - Şule Zorlu,HAS_COUNTRY,Kenya
Kenya Safari Gezisi - Şule Zorlu,HAS_CITY,Nairobi
Kenya Safari Gezisi - Şule Zorlu,HAS_CITY,Masai Mara
UNKNOWN,HAS_ACTIVITY,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı
Masai Mara,HAS_ACTIVITY,Masai Mara’da safari ve game drive aktiviteleri
UNKNOWN,HAS_ACTIVITY,Sala’s Camp konaklamasında vahşi yaşam deneyimleri
UNKNOWN,HAS_ACTIVITY,Sanctuary Olonana’da doğa aktiviteleri ve safari
Nairobi,HAS_HOTEL,Giraffe Manor
Nairobi,HAS_HOTEL,Sala’s Camp
Nairobi,HAS_HOTEL,The Retreat (günübirlik kullanım)
Nairobi,HAS_RESTAURANT,"The Retreat (kahvaltı, öğle yemeği)"
Nairobi,HAS_RESTAURANT,Giraffe Manor (kahvaltı & ikindi çayı)
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_COUNTRY,İtalya
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Bologna
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Floransa
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Toskana
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",HAS_CITY,Forte dei Marmi
UNKNOWN,HAS_ACTIVITY,Ferrari Müzesi ziyareti ve test sürüşü
UNKNOWN,HAS_ACTIVITY,Balsamik sirke tadımı ve üretici ziyareti
UNKNOWN,HAS_ACTIVITY,Parmesan peyniri tadımı
UNKNOWN,HAS_ACTIVITY,Lamborghini Müzesi gezisi
