id,name,label
1398,"Personal Structures, Palazzo Bembo sergisi",Activity
1399,MAP Barcelona Çağdaş Sanat Gezisi 2023,Trip
1400,Merendero de la Mar,Restaurant
1401,Barcelona şehir gezisi,Activity
1402,MACBA - Museu d’Art Contemporani de Barcelona ziyareti,Activity
1403,Picasso Müzesi ziyareti,Activity
1404,Antoni Tàpies Müzesi ziyareti,Activity
1405,La Casa de Salvador Dalí - Port Lligat gezisi,Activity
1406,Caixa Forum gezisi,Activity
1407,Poble Espanyol gezisi,Activity
1408,Joan Miró Vakfı ziyareti,Activity
1409,Fundació Suñol ziyareti,Activity
1410,Dali Müzesi ziyareti,Activity
1411,Xavi Bou Atölye ziyareti,Activity
1412,Jordi Bernadó Atölye ziyareti,Activity
1413,James Turrell enstalasyonu ziyareti,Activity
1414,Cadaques,City
1415,MAP Provence Program 31 Mart - 3 Nisan 2023,Trip
1416,La Luma Drum Cafe,Restaurant
1417,Les Deux Garçons,Restaurant
1418,Château La Coste sanat ve mimari gezisi,Activity
1419,Fondation Vincent van Gogh Arles ziyareti,Activity
1420,Mucem Müzesi ziyareti,Activity
1421,Atelier de Cezanne ziyareti,Activity
1422,Palais des Papes ziyareti,Activity
1423,Saint-Paul de Mausole ziyareti,Activity
1424,Carrières de Lumières ziyareti,Activity
1425,Les Deux Garçons’da kahve molası,Activity
1426,Saint-Remy-de-Provence,City
1427,Jules Verne - 2 Ladies - Japan - March 2024,Trip
1428,Arashiyama Bamboo Grove ziyareti,Activity
1429,Fushimi Inari Tapınağı ziyareti,Activity
1430,Naoshima & Teshima sanat adaları gezisi,Activity
1431,Lofoten Islands - Version 2.0,Trip
1432,Henningsvær,City
1433,Restaurant Nyvågar,Restaurant
1434,Midnight Sun Safari,Activity
1435,Sea Eagle RIB Boat Safari,Activity
1436,Henningsvær gezisi,Activity
1437,Svolvær gezisi,Activity
1438,Rehberli hiking ve çevre gezisi,Activity
1439,Å köyü gezisi,Activity
1440,Kayaking özel turu,Activity
1441,Svolvær,City
1442,Reine,City
1443,Å,City
1444,Güney Afrika 22-30 Ocak,Trip
1445,Öğleden sonra safari,Activity
1446,Tam gün safari,Activity
1447,Kirstenbosch Ulusal Botanik Bahçesi gezisi,Activity
1448,Stellenbosch şarap bağları turu,Activity
1449,Cape Winelands bölgesi ziyareti,Activity
1450,Marataba,City
1451,Mardin 13-15 Ekim 2023,Trip
1452,Mardin,City
1453,Mardin şehir turu,Activity
1454,Sakıp Sabancı Müzesi ziyareti,Activity
1455,Eski PTT Binası gezisi,Activity
1456,Eski Mardin Evleri ve Abbara tünelleri gezisi,Activity
1457,Zinciriye Medresesi ziyareti,Activity
1458,Kültür Sokağı ve Uçurtma Atölyesi gezisi,Activity
1459,Ulu Camii ziyareti,Activity
1460,Deyrulzafaran Manastırı ziyareti,Activity
1461,Kasımiye Medresesi ziyareti,Activity
1462,Midyat şehir turu,Activity
1463,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti,Activity
1464,Mor Gabriel Manastırı ziyareti,Activity
1465,Midyat,City
1466,Meksika 06-16 Aralık 2023,Trip
1467,Hotel Rosas,Hotel
1468,Mexico City şehir turu,Activity
1469,Ulusal Saray ve Diego Rivera duvar resimleri ziyareti,Activity
1470,Zócalo ve Metropolitan Katedrali ziyareti,Activity
1471,Xochimilco yüzen bahçeleri gezisi,Activity
1472,Coyoacan köyü ziyareti,Activity
1473,Frida Kahlo Müzesi ziyareti,Activity
1474,Mérida şehir turu,Activity
1475,San Ildefonso Katedrali ziyareti,Activity
1476,Casa Montejo ziyareti,Activity
1477,Yucatan Valilik Sarayı duvar resimleri ziyareti,Activity
1478,Chichen-Itza arkeolojik alanı ziyareti,Activity
1479,Tulum,City
1480,Mendi Family - Kenya 25-29 Aralık,Trip
1481,Emara Ole Sereni Hotel,Hotel
1482,Akşam safari,Activity
1483,Sabah ve akşam safarileri,Activity
1484,Karen Blixen Müzesi ziyareti,Activity
1485,Giraffe Centre ziyareti,Activity
1486,Mevzun Vietnam Kamboçya 2016,Trip
1487,Park Hyatt Saigon,Hotel
1488,Intercontinental Danang,Hotel
1489,Sofitel Legend Metropole Hanoi,Hotel
1490,Paradise Luxury Halong,Hotel
1491,Hanoi şehir turu,Activity
1492,Ngoc Son Pagoda ziyareti,Activity
1493,Temple of Literature ziyareti,Activity
1494,Water Puppet gösterisi,Activity
1495,Halong Bay tekne turu,Activity
1496,Hoi An yürüyüş turu,Activity
1497,Ho Chi Minh City şehir turu,Activity
1498,Ben Thanh Market ziyareti,Activity
1499,War Remnants Museum ziyareti,Activity
1500,Cu Chi Tünelleri gezisi,Activity
1501,Siem Reap Angkor Wat ziyareti,Activity
1502,Ta Prohm Tapınağı ziyareti,Activity
1503,Banteay Srei ve Banteay Samre tapınakları ziyareti,Activity
1504,Tonle Sap Gölü yüzen köy ziyareti,Activity
1505,Halong,City
1506,Hoi An,City
1507,Ho Chi Minh City,City
1508,Mevzun Çifçi Hindistan 2024,Trip
1509,Jaipur Amber Kalesi ziyareti,Activity
1510,Jaipur City Palace ziyareti,Activity
1511,Udaipur göl gezisi,Activity
1512,Udaipur City Palace ziyareti,Activity
1513,Jodhpur Mehrangarh Kalesi ziyareti,Activity
1514,Mine Bahadır Japonya - Tayland Programı,Trip
1515,Senso-ji Tapınağı ve Nakamise alışveriş caddesi ziyareti,Activity
1516,Akihabara gezisi,Activity
1517,Kyoto şehir turu,Activity
1518,Nishiki Pazarı ziyareti,Activity
1519,Machiya deneyimi,Activity
1520,Ise Shima bölgesi gezisi,Activity
1521,Naiku ve Geku Shinto tapınakları ziyareti,Activity
1522,Chiang Rai fil kampı ziyareti,Activity
1523,Golden Triangle bölgesi gezisi,Activity
1524,Chiang Mai şehir turu,Activity
1525,Phuket sahil tatili,Activity
1526,Ise Shima,City
1527,Murat Bilgin 28 Eylül - 9 Ekim 2023 Güney Afrika,Trip
1528,Four Seasons Hotel The Westcliff,Hotel
1529,Delaire Graff,Restaurant
1530,Johannesburg şehir turu,Activity
1531,Zeitz MOCAA ziyareti,Activity
1532,Cape Point gezisi,Activity
1533,Boulders Beach penguen kolonisi ziyareti,Activity
1534,Franschhoek ve Stellenbosch şarap bağları gezisi,Activity
1535,Iziko Müzesi ziyareti,Activity
1536,Sabi Sabi,City
1537,Myanmar 2017 Mevzun Çiftçi,Trip
1538,Myanmar,Country
1539,Yangon,City
1540,Belmond Road to Mandalay Cruise,Hotel
1541,Shwedagon Pagoda ziyareti,Activity
1542,Yangon şehir turu,Activity
1543,Mandalay gezisi,Activity
1544,Bagan tapınakları gezisi,Activity
1545,Ananda ve Gubyaukgyi tapınakları ziyareti,Activity
1546,Phaung Daw Oo Pagoda ziyareti,Activity
1547,Inle Gölü gezisi,Activity
1548,Lacquer ware atölyesi ziyareti,Activity
1549,Damnoen Saduak yüzen pazar ziyareti (Bangkok),Activity
1550,Mandalay,City
1551,Bagan,City
1552,Inle Lake,City
1553,SUMMER EUROPE 2025,Trip
1554,FRANCE,Country
1555,PARIS,City
1556,HOTEL LUMIERE,Hotel
1557,ROMA SUITES,Hotel
1558,LE BISTRO,Restaurant
1559,TRATTORIA ROMANA,Restaurant
1560,EIFFEL TOWER,Activity
1561,COLOSSEUM TOUR,Activity
1562,ROME,City
1563,ITALY,Country
1564,SUMMER EUROPE 2024,Trip
1565,BALKANS 2025,Trip
1566,TURKEY,Country
1567,LEG1,City
1568,AYASOFYA CAMII,Activity
1569,OLD TOWN WALK,Activity
1570,LEG2,City
1571,BULGARIA,Country
1572,NORTH MACEDONIA,Country
1573,ROME ANCIENT 2024,Trip
1574,FORUM INN,Hotel
1575,TRASTEVERE TRATTORIA,Restaurant
1576,COLOSSEUM,Activity
1577,ROMAN FORUM,Activity
1578,PALATINE HILL,Activity
1579,CAPPADOCIA DREAM 2023,Trip
1580,GOREME,City
1581,GOREME CAVE HOTEL,Hotel
1582,SULTANAHMET INN,Hotel
1583,MEZE HOUSE,Restaurant
1584,KONYALI RESTAURANT,Restaurant
1585,BALLOON RIDE,Activity
1586,GOREME OPEN AIR MUSEUM,Activity
1587,TOPKAPI PALACE,Activity
1588,ISTANBUL,City
1589,BALKANS LOOP 2025,Trip
1590,LONDON HIGHLIGHTS 2024,Trip
1591,UNITED KINGDOM,Country
1592,LONDON,City
1593,SOUTHBANK HOTEL,Hotel
1594,DISHOOM,Restaurant
1595,BRITISH MUSEUM,Activity
1596,TOWER OF LONDON,Activity
1597,LONDON EYE,Activity
1598,NEW YORK CLASSICS 2024,Trip
1599,UNITED STATES,Country
1600,NEW YORK,City
1601,MIDTOWN INN,Hotel
1602,SHAKE SHACK,Restaurant
1603,STATUE OF LIBERTY,Activity
1604,TIMES SQUARE,Activity
1605,CENTRAL PARK,Activity
1606,TOKYO ESSENTIALS 2025,Trip
1607,JAPAN,Country
1608,TOKYO,City
1609,SHIBUYA HOTEL,Hotel
1610,SUSHI BAR,Restaurant
1611,SENSOJI TEMPLE,Activity
1612,SHIBUYA CROSSING,Activity
1613,MEIJI SHRINE,Activity
1614,KYOTO TEMPLES 2025,Trip
1615,KYOTO,City
1616,GION RYOKAN,Hotel
1617,UDON HOUSE,Restaurant
1618,FUSHIMI INARI SHRINE,Activity
1619,KINKAKUJI TEMPLE,Activity
1620,KIYOMIZU DERA,Activity
1621,BARCELONA ARCHITECTURE 2024,Trip
1622,SPAIN,Country
1623,BARCELONA,City
1624,EIXAMPLE HOTEL,Hotel
1625,TAPAS BAR,Restaurant
1626,SAGRADA FAMILIA,Activity
1627,PARK GUELL,Activity
1628,CASA BATLLO,Activity
1629,GAUDI WEEKEND 2025,Trip
1630,ISTANBUL CLASSICS 2024,Trip
1631,BLUE MOSQUE,Activity
1632,SUNRISE VIEWPOINT,Activity
1633,URGUP,City
1634,ROME ANTIQUITY 2024,Trip
1635,ISTANBUL & CAPPADOCIA 2023,Trip
1636,ISTANBUL HERITAGE WEEKEND 2025,Trip
1637,GRAND BAZAAR,Activity
1638,NEW YORK CITY 2024,Trip
1639,MIDTOWN HOTEL,Hotel
1640,LONDON ARCHITECTURE TOUR 2024,Trip
1641,RIVERBANK HOTEL,Hotel
1642,TRAFALGAR RESTAURANT,Restaurant
1643,BIG BEN,Activity
1644,BALKAN CULTURE TOUR 2025,Trip
1645,BALKAN CULTURAL SITES,Activity
1646,SOFIA OLD TOWN,Activity
1647,SUMMER GREECE 2025,Trip
1648,GREECE,Country
1649,ATHENS,City
1650,ATHENS PLAZA HOTEL,Hotel
1651,THESSALONIKI INN,Hotel
1652,TAVERNAS,Restaurant
1653,ACROPOLIS TOUR,Activity
1654,THESSALONIKI OLD TOWN,Activity
1655,THESSALONIKI,City
1656,ITALY CLASSICS 2024,Trip
1657,VENICE SUITES,Hotel
1658,ST. MARK'S SQUARE,Activity
1659,VENICE,City
1660,PARIS MUSEUM TOUR 2024,Trip
1661,MARAIS HOTEL,Hotel
1662,LEON DE BRUXELLES,Restaurant
1663,LOUVRE MUSEUM,Activity
1664,MUSÉE D'ORSAY,Activity
1665,TURKEY TOUR 2024,Trip
1666,CAPPADOCIA,City
1667,EUROPE CLASSICS 2025,Trip
1668,PARIS CITY BREAK 2024,Trip
1669,MONTMARTRE WALK,Activity
